Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
2025-02-13 10:28:17,G2,78.0,93.0,160.0,118.0,126.0,93.0,38.0,123.0
2025-02-13 10:28:17,G3,157.0,182.0,40.0,72.0,274.0,160.0,106.0,204.0
2025-02-13 10:28:17,G4,98.0,159.0,51.0,69.0,56.0,129.0,1.0,160.0
2025-02-13 10:28:18,G1,98.0,142.0,57.0,8.0,126.0,142.0,0.0,89.0
2025-02-13 10:28:18,G2,78.0,87.0,134.0,79.0,80.0,97.0,39.0,88.0
2025-02-13 10:28:18,G3,162.0,126.0,54.0,29.0,123.0,151.0,78.0,198.0
2025-02-13 10:28:18,G4,73.0,188.0,40.0,91.0,120.0,153.0,0.0,148.0
2025-02-13 10:28:18,G1,85.0,172.0,58.0,1.0,143.0,143.0,0.0,68.0
2025-02-13 10:28:18,G2,88.0,95.0,148.0,74.0,111.0,94.0,37.0,68.0
2025-02-13 10:28:18,G3,148.0,113.0,67.0,29.0,113.0,158.0,72.0,204.0
2025-02-13 10:28:18,G4,74.0,213.0,40.0,97.0,132.0,208.0,0.0,146.0
2025-02-13 10:28:19,G1,80.0,196.0,57.0,5.0,158.0,138.0,0.0,78.0
2025-02-13 10:28:19,G2,80.0,92.0,139.0,76.0,143.0,92.0,42.0,77.0
2025-02-13 10:28:19,G3,92.0,108.0,75.0,25.0,117.0,160.0,56.0,189.0
2025-02-13 10:28:19,G4,70.0,254.0,43.0,81.0,146.0,250.0,0.0,138.0
2025-02-13 10:28:19,G1,65.0,275.0,49.0,5.0,171.0,144.0,0.0,63.0
2025-02-13 10:28:19,G2,123.0,80.0,137.0,54.0,98.0,92.0,43.0,78.0
2025-02-13 10:28:19,G3,68.0,92.0,71.0,25.0,185.0,203.0,80.0,160.0
2025-02-13 10:28:20,G4,72.0,209.0,35.0,103.0,92.0,285.0,0.0,128.0
2025-02-13 10:28:20,G1,59.0,299.0,46.0,2.0,195.0,160.0,0.0,58.0
