Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
102728377,s,0.0,0.0,0.0,0.0
102728377,G1,1629,1193,1097,1041,965,1101,1602,2816
102728377,G2,1443,1897,2476,1559,921,1650,1671,2367
102728377,G3,3945,1936,3127,922,2250,867,1251,1926
102728390,G4,935,937,2577,2000,1233,1634,1451,3458
102728446,G1,2805,1203,1071,757,997,1277,1541,2253
102728450,G2,1388,2098,2025,1684,940,1859,1489,2381
102728453,G3,3949,2011,2807,890,2560,993,1257,2048
102728457,G4,1130,818,2570,2292,1226,1629,1340,2442
2025-02-25 10:27:28,W,0.0,0.0,0.0,0.0
102728589,s,0.0,0.0,0.0,0.0
102728589,G1,2399,1249,1113,982,945,1529,1875,1810
102728589,G2,1734,2587,2522,1708,922,1229,2333,2504
102728605,G3,3950,1799,2376,865,3284,1117,1297,2119
102728609,G4,1083,960,2999,2937,1143,1427,1212,3459
102728658,G1,1353,1231,1123,937,940,1450,2223,2017
102728658,G2,1138,2249,2396,1450,937,1813,1497,2141
102728658,G3,3949,1850,2341,875,2385,1096,1324,2402
102728675,G4,1045,756,2236,2602,1256,1801,1271,2743
2025-02-25 10:27:28,W,0.0,0.0,0.0,0.0
102728821,s,0.0,0.0,0.0,0.0
102728821,G1,1962,1429,1197,703,968,1120,2319,2200
102728821,G2,1290,2570,2070,1974,922,1217,2251,2429
102728821,G3,3950,2412,3328,889,3802,844,1223,1848
102728836,G4,985,1063,1570,2626,1320,2436,1200,2242
102728892,G1,2386,1273,1098,1025,972,1083,1735,2461
102728892,G2,1576,2486,1977,1480,905,1658,1710,1737
102728892,G3,3948,1626,2106,867,2705,1118,1180,1863
102728892,G4,1087,993,2218,1887,1228,1707,1370,2988
2025-02-25 10:27:28,W,0.0,0.0,0.0,0.0
102729024,s,0.0,0.0,0.0,0.0
102729024,G1,1623,1331,1109,1111,573,933,2100,2134
102729024,G2,1781,2652,1876,2091,906,1093,1721,1989
102729041,G3,3946,1733,1990,877,2709,1151,1151,1933
102729041,G4,1151,988,2341,1863,1243,1842,1540,3482
102729091,G1,2082,1163,1174,1034,977,1066,1528,2048
102729091,G2,1837,3379,1705,2667,907,1161,1958,2971
102729108,G3,3948,1701,2710,871,3957,1047,1069,1595
102729108,G4,1069,634,2216,2100,1225,1767,1349,2839
2025-02-25 10:27:29,W,0.0,0.0,0.0,0.0
102729256,s,0.0,0.0,0.0,0.0
102729256,G1,1663,1225,1109,1067,511,1198,1822,2079
102729256,G2,1079,2194,1947,2526,921,1491,2195,2893
102729256,G3,3950,1645,2362,869,3502,1103,1217,2173
102729274,G4,1118,832,2966,2193,1410,1629,1337,2541
102729325,G1,1816,1164,1140,935,985,1356,1574,2109
102729325,G2,1717,1803,1770,2442,916,1505,1521,2475
102729325,G3,3948,2049,2502,866,3585,1040,1163,1855
102729342,G4,1033,573,2194,2426,1286,1978,1360,2887
2025-02-25 10:27:29,W,0.0,0.0,0.0,0.0
102729481,s,0.0,0.0,0.0,0.0
102729481,G1,2894,1259,1145,511,990,1171,1459,1816
102729485,G2,1753,3101,1976,2349,921,1249,2276,2614
102729489,G3,3950,2402,2283,857,3124,1271,1263,2121
102729490,G4,1025,1033,1946,2162,1266,1709,1426,2058
102729541,G1,2700,1219,1123,1116,964,1350,2213,1915
102729541,G2,1127,3092,2421,2500,931,1258,2185,1784
102729541,G3,3945,2051,2085,866,2827,1228,1213,1980
102729557,G4,1027,511,2101,1998,1247,1795,1562,2893
2025-02-25 10:27:29,W,0.0,0.0,0.0,0.0
102729706,s,0.0,0.0,0.0,0.0
102729706,G1,2458,1179,1053,768,953,996,1594,1988
102729706,G2,1510,2798,1933,2055,908,1222,1934,2221
102729706,G3,3949,2173,2914,898,3495,907,1066,1850
102729720,G4,985,969,1673,2562,1414,1937,1483,3148
102729778,G1,2560,1331,1065,1077,953,940,1785,1821
102729782,G2,1529,2066,1614,1934,907,1162,1566,1800
102729786,G3,3948,2127,3299,879,2887,867,1182,1865
102729788,G4,1083,511,1994,1836,1277,1744,1503,2502
2025-02-25 10:27:29,W,0.0,0.0,0.0,0.0
102729923,s,0.0,0.0,0.0,0.0
102729923,G1,2164,1196,1032,1197,969,985,1621,1763
102729923,G2,1649,2416,1967,2186,908,1219,1888,2005
102729923,G3,3948,1780,2056,869,1956,1261,1110,1759
102729940,G4,1033,1024,2012,1852,1370,2168,1631,2201
102729991,G1,1961,1189,1027,575,754,1266,1527,1862
102729991,G2,1174,2509,2456,2331,907,1403,2444,1792
102729991,G3,3946,2270,1977,858,1890,1270,1127,2012
102730007,G4,994,511,1908,2568,1361,1617,1435,2212
2025-02-25 10:27:30,W,0.0,0.0,0.0,0.0
102730139,s,0.0,0.0,0.0,0.0
102730139,G1,1840,1276,1024,1201,1037,1052,1818,2154
102730139,G2,1705,2316,1931,2213,918,1180,2226,2381
102730154,G3,3948,1976,2266,876,3290,1114,1063,1885
102730158,G4,946,867,1899,2701,1354,2246,1629,2332
102730209,G1,1993,1209,511,1122,981,991,2012,1923
