Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
095522332,s,0.0,0.0,0.0,0.0
095522332,G1,1460,1132,1093,937,927,902,2033,1979
095522347,G2,935,1847,3266,2105,794,1279,1595,2621
095522348,G3,3949,1820,2536,841,2697,760,958,2066
095522348,G4,1305,977,2328,2224,1227,2843,1142,3800
095522399,G1,1898,1072,1083,985,906,956,1597,2380
095522414,G2,1473,2019,2524,1399,797,1524,1476,2566
095522415,G3,3949,2177,2782,816,2201,782,988,1972
095522415,G4,1169,935,2501,1909,1246,2063,1075,2994
2025-02-25 09:55:22,W,0.0,0.0,0.0,0.0
095523887,s,0.0,0.0,0.0,0.0
095523887,G1,1467,1052,1068,898,918,881,1538,2216
095523887,G2,1161,1969,1909,2221,801,1080,1371,2678
095523887,G3,3949,1803,1921,815,2268,763,978,1597
095523903,G4,1181,912,2477,2539,1309,3103,1051,3851
095523949,G1,1449,1061,1081,918,916,902,1469,2190
095523964,G2,1035,1911,1903,2284,801,1228,1337,2097
095523968,G3,3949,2025,2834,830,3026,749,995,1631
095523969,G4,1074,967,2220,2020,1185,3136,1061,3287
095524015,G1,1647,1081,1065,944,917,882,1814,2092
095524031,G2,877,1899,2098,1851,801,1251,1657,2250
095524032,G3,3947,2487,2101,830,3305,825,1004,1837
095524032,G4,1160,948,2476,1911,1303,2140,1099,2743
2025-02-25 09:55:24,W,0.0,0.0,0.0,0.0
095526034,s,0.0,0.0,0.0,0.0
095526034,G1,1770,1126,1050,946,929,874,1902,1959
095526039,G2,1180,1929,2203,1881,794,1261,1737,2084
095526039,G3,3949,2403,2406,822,3478,843,1024,1781
095526050,G4,1143,989,3089,1722,1460,2591,1201,3701
095526105,G1,1709,1145,1053,970,934,875,1872,1979
095526109,G2,1235,2094,2526,1853,799,1101,1745,2693
095526113,G3,3947,2147,1799,841,3479,750,939,1861
095526115,G4,1146,949,1885,2017,1500,2884,1034,1980
2025-02-25 09:55:26,W,0.0,0.0,0.0,0.0
095526374,s,0.0,0.0,0.0,0.0
095526374,G1,1499,1098,1045,879,925,926,2053,2383
095526374,G2,1026,1589,2266,1954,802,1656,2324,1856
095526374,G3,3949,2640,2306,842,4095,872,995,1812
095526387,G4,937,957,2069,2683,1560,1772,1047,2249
095526432,G1,1314,1105,1057,969,923,828,1432,2383
095526447,G2,1060,1497,2244,2485,804,1663,1963,1990
095526449,G3,3947,1848,2387,816,3293,837,1006,1818
095526449,G4,1144,962,2237,2132,1393,1883,1184,2940
2025-02-25 09:55:26,W,0.0,0.0,0.0,0.0
