Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.1570701599121,427.2654342651367
1,315.6726837158203,427.26722717285156
2,316.1614418029785,427.26741790771484
3,316.66717529296875,427.2665786743164
4,317.1623992919922,427.26654052734375
5,317.65869140625,427.2660446166992
6,318.1679916381836,427.2652816772461
7,318.6564826965332,427.26329803466797
8,319.17789459228516,427.2287368774414
9,319.6656608581543,427.22862243652344
10,320.16357421875,427.22808837890625
11,320.6712341308594,427.2282028198242
12,321.16119384765625,427.22835540771484
13,321.66614532470703,427.2278594970703
14,322.1626281738281,427.227783203125
15,322.6603317260742,427.22766876220703
16,323.1682586669922,427.22755432128906
17,323.6581039428711,427.22789764404297
18,324.17625427246094,427.22755432128906
19,324.66602325439453,427.2275161743164
20,325.16319274902344,427.2273635864258
21,325.6711959838867,427.2275924682617
22,326.16058349609375,427.2273254394531
23,326.6659164428711,427.2275924682617
24,327.1613311767578,427.2277069091797
25,327.6588439941406,427.22721099853516
26,328.1686782836914,427.22694396972656
27,328.6579895019531,427.22652435302734
28,329.1766357421875,427.22660064697266
29,329.6674346923828,427.2265625
30,330.16353607177734,427.2264099121094
31,330.67066192626953,427.22633361816406
32,331.1598587036133,427.22606658935547
33,331.16870880126953,427.70153045654297
34,330.7154846191406,427.7033996582031
35,330.2201461791992,427.70435333251953
36,329.68616485595703,427.7037811279297
37,329.1683578491211,427.7044677734375
38,328.6193084716797,427.70450592041016
39,328.14537048339844,427.7048110961914
40,327.6401901245117,427.70519256591797
41,327.1733856201172,427.7058410644531
42,326.67652130126953,427.7056121826172
43,326.1507034301758,427.70809173583984
44,325.6319046020508,427.70851135253906
45,325.1373291015625,427.70931243896484
46,324.6509552001953,427.7090072631836
47,324.15660858154297,427.7098083496094
48,323.6305236816406,427.7099609375
49,323.1537628173828,427.7103805541992
50,322.6363754272461,427.7108383178711
51,322.15003967285156,427.7130126953125
52,321.66481018066406,427.71339416503906
53,321.1149215698242,427.7157974243164
54,320.6336212158203,427.71671295166016
55,320.1357650756836,427.71690368652344
56,319.6571731567383,427.7179718017578
57,319.15393829345703,427.71827697753906
58,318.63088607788086,427.71915435791016
59,318.15624237060547,427.7415466308594
60,317.65859603881836,427.7415084838867
61,317.17662811279297,427.74147033691406
62,316.6484069824219,427.74078369140625
63,316.1883735656738,427.74059295654297
64,315.63196182250977,427.74036407470703
65,315.13458251953125,427.74017333984375
66,315.14198303222656,428.3012008666992
67,315.599308013916,428.59867095947266
68,316.13019943237305,428.4543991088867
69,316.64133071899414,428.31199645996094
70,317.13579177856445,428.3108901977539
71,317.6513481140137,428.3024215698242
72,318.1512451171875,428.11100006103516
73,318.6440086364746,428.11214447021484
74,319.1695022583008,428.11412811279297
75,319.6574401855469,428.116455078125
76,320.1621627807617,428.1207275390625
77,320.6663131713867,428.1258773803711
78,321.15894317626953,428.16898345947266
79,321.6658401489258,428.31329345703125
80,322.1603775024414,428.3491516113281
81,322.65830993652344,428.3457565307617
82,323.16761016845703,428.33045959472656
83,323.65760803222656,428.3187484741211
84,324.17724609375,428.3143615722656
85,324.6646499633789,428.19934844970703
86,325.1620101928711,428.1094741821289
87,325.67188262939453,428.111572265625
88,326.1622619628906,428.11424255371094
89,326.66622161865234,428.1174850463867
90,327.16156005859375,428.1210708618164
91,327.6580810546875,428.12816619873047
92,328.1687545776367,428.16837310791016
93,328.65943908691406,428.3518981933594
94,329.1762161254883,428.35086822509766
95,329.66602325439453,428.3469009399414
96,330.1643753051758,428.3240509033203
97,330.6707763671875,428.3177947998047
98,331.1606979370117,428.3133316040039
99,331.1629104614258,428.85292053222656
100,330.7115936279297,428.6812973022461
101,330.1586151123047,428.71646881103516
102,329.69173431396484,428.71761322021484
103,329.1371154785156,428.71707916259766
104,328.6231231689453,428.7171173095703
105,328.1497573852539,428.71734619140625
106,327.6498794555664,428.71788024902344
107,327.18353271484375,428.7180709838867
108,326.6469192504883,428.7179946899414
109,326.10862731933594,428.7179946899414
110,325.6321716308594,428.7174987792969
111,325.1343536376953,428.71795654296875
112,324.6477508544922,428.7179183959961
113,324.15016174316406,428.71768951416016
114,323.62998962402344,428.71822357177734
115,323.15792083740234,428.7179946899414
116,322.706298828125,428.71788024902344
117,322.1864318847656,428.71803283691406
118,321.64905548095703,428.7180709838867
119,321.11743927001953,428.7186050415039
120,320.6444549560547,428.7184524536133
121,320.13580322265625,428.71814727783203
122,319.6520805358887,428.71826171875
123,319.15021896362305,428.71856689453125
124,318.69192123413086,428.7184143066406
125,318.1439781188965,428.71837615966797
126,317.6630210876465,428.71826171875
127,317.16833114624023,428.7185287475586
128,316.6806221008301,428.71883392333984
129,316.16384506225586,428.7184524536133
130,315.6326484680176,428.71814727783203
131,315.13498306274414,428.71883392333984
132,315.1419258117676,429.17163848876953
133,315.6336784362793,429.2473602294922
134,316.13269805908203,429.2470932006836
135,316.64133071899414,429.24598693847656
136,317.1373748779297,429.24503326416016
137,317.6511001586914,429.2422103881836
138,318.1494903564453,429.2388153076172
139,318.6437225341797,429.2362976074219
140,319.16996002197266,429.2342758178711
141,319.6577262878418,429.23301696777344
142,320.1611328125,429.23187255859375
143,320.6672668457031,429.2305374145508
144,321.15604400634766,429.2304229736328
145,321.66595458984375,429.22950744628906
146,322.161865234375,429.2288589477539
147,322.6588439941406,429.22760009765625
148,323.16795349121094,429.22698974609375
149,323.6591339111328,429.2268371582031
150,324.1762161254883,429.22664642333984
151,324.6662902832031,429.2261505126953
152,325.1642608642578,429.2258834838867
153,325.67169189453125,429.2257308959961
154,326.1611557006836,429.2253112792969
155,326.6664123535156,429.224853515625
156,327.16197967529297,429.2243194580078
157,327.6588439941406,429.2246627807617
158,328.1669235229492,429.2240524291992
159,328.65840911865234,429.22435760498047
160,329.1773986816406,429.2240524291992
161,329.66686248779297,429.2237091064453
162,330.1630401611328,429.22351837158203
163,330.6713104248047,429.2231750488281
