Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.16956329345703,426.6270446777344
1,315.65895080566406,426.78783416748047
2,316.1477470397949,426.78653717041016
3,316.66173934936523,426.78321838378906
4,317.15478897094727,426.7158889770508
5,317.6687431335449,426.70597076416016
6,318.1636619567871,426.7057800292969
7,318.654727935791,426.7049789428711
8,319.17491912841797,426.70398712158203
9,319.6673583984375,426.70276641845703
10,320.1747131347656,426.70188903808594
11,320.6686019897461,426.7008972167969
12,321.1526107788086,426.69925689697266
13,321.67259216308594,426.6981887817383
14,322.16102600097656,426.69586181640625
15,322.6713562011719,426.6944122314453
16,323.1671905517578,426.6923522949219
17,323.6576843261719,426.6899108886719
18,324.1767883300781,426.6861343383789
19,324.67029571533203,426.5494918823242
20,325.1742935180664,426.5687942504883
21,325.66932678222656,426.5758514404297
22,326.15692138671875,426.58329010009766
23,326.6749954223633,426.61258697509766
24,327.16007232666016,426.6168975830078
25,327.66929626464844,426.62109375
26,328.1669616699219,426.6258239746094
27,328.65745544433594,426.7759323120117
28,329.1793441772461,426.7753601074219
29,329.67002868652344,426.7726516723633
30,330.17772674560547,426.7314910888672
31,330.6709289550781,426.7266845703125
32,331.1540985107422,426.70536041259766
33,331.1567687988281,427.1826171875
34,330.675048828125,427.2434997558594
35,330.1526641845703,427.20237731933594
36,329.6582794189453,427.2019958496094
37,329.16011810302734,427.2017288208008
38,328.6564636230469,427.2016143798828
39,328.1673049926758,427.2014617919922
40,327.6521301269531,427.20062255859375
41,327.1751403808594,427.20088958740234
42,326.6710662841797,427.2003936767578
43,326.13834381103516,427.1968078613281
44,325.6612014770508,427.1929168701172
45,325.15480041503906,427.1910858154297
46,324.66381072998047,427.18929290771484
47,324.16133880615234,427.18746185302734
48,323.6637878417969,427.1871566772461
49,323.1732177734375,427.18528747558594
50,322.6558303833008,427.1835708618164
51,322.17681884765625,427.1825408935547
52,321.6692352294922,427.1817398071289
53,321.13956451416016,427.17987060546875
54,320.66001892089844,427.17926025390625
55,320.15506744384766,427.17918395996094
56,319.66156005859375,427.1790313720703
57,319.16072845458984,427.17823028564453
58,318.67074966430664,427.17811584472656
59,318.17230224609375,427.17796325683594
60,317.65472412109375,427.1773910522461
61,317.1783447265625,427.17803955078125
62,316.66921615600586,427.17777252197266
63,316.13834381103516,427.1775436401367
64,315.65847396850586,427.17716217041016
65,315.1542091369629,427.1778106689453
66,315.1641845703125,427.6280212402344
67,315.65847396850586,427.6295852661133
68,316.14667892456055,427.6313781738281
69,316.6617774963379,427.63256072998047
70,317.15429306030273,427.6329803466797
71,317.66761779785156,427.63526916503906
72,318.1646156311035,427.6359176635742
73,318.65564346313477,427.6362991333008
74,319.1747283935547,427.6381301879883
75,319.66808319091797,427.6403045654297
76,320.17723083496094,427.7309799194336
77,320.6685256958008,428.32725524902344
78,321.1536407470703,427.95475006103516
79,321.6739273071289,427.94124603271484
80,322.16087341308594,427.68192291259766
81,322.66944885253906,427.68165588378906
82,323.16722869873047,427.68199920654297
83,323.6577606201172,427.68177032470703
84,324.17903900146484,427.681884765625
85,324.6701431274414,427.68199920654297
86,325.1752471923828,427.6816940307617
87,325.6716537475586,427.6815414428711
88,326.1537551879883,427.68184661865234
89,326.6748046875,427.68177032470703
90,327.16163635253906,427.6816940307617
91,327.66883850097656,427.68157958984375
92,328.16734313964844,427.6813507080078
93,328.6578369140625,427.6813507080078
94,329.1794204711914,427.68157958984375
95,329.6695327758789,427.68165588378906
96,330.17662048339844,427.68177032470703
97,330.67169189453125,427.6812744140625
98,331.1537170410156,427.6814270019531
99,331.15509033203125,428.2379150390625
100,330.69496154785156,428.09356689453125
101,330.15541076660156,428.0944061279297
102,329.65648651123047,428.09505462646484
103,329.16099548339844,428.096923828125
104,328.66153717041016,428.1000518798828
105,328.16761016845703,428.1034469604492
106,327.65186309814453,428.10874938964844
107,327.17586517333984,428.1373596191406
108,326.668701171875,428.13720703125
109,326.13616943359375,428.3385467529297
110,325.66585540771484,428.3333206176758
111,325.1548385620117,428.30039978027344
