Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.14209747314453,432.4979019165039
1,315.67413330078125,432.49217987060547
2,316.1648941040039,432.4917984008789
3,316.66576385498047,432.49202728271484
4,317.16758728027344,432.4916458129883
5,317.65628814697266,432.49210357666016
6,318.1677055358887,432.4913787841797
7,318.6579132080078,432.49088287353516
8,319.1611099243164,432.49053955078125
9,319.6664047241211,432.4905776977539
10,320.1591110229492,432.4894714355469
11,320.67481994628906,432.48905181884766
12,321.1650848388672,432.4892044067383
13,321.66622161865234,432.4882125854492
14,322.1674346923828,432.4882507324219
15,322.6555633544922,432.48767852783203
16,323.1687927246094,432.48756408691406
17,323.65840911865234,432.48680114746094
18,324.1615676879883,432.4866485595703
19,324.66552734375,432.4869918823242
20,325.15819549560547,432.486572265625
21,325.6764602661133,432.48592376708984
22,326.16764068603516,432.4859619140625
23,326.6650390625,432.4852752685547
24,327.16922760009766,432.4855422973633
25,327.65846252441406,432.4848937988281
26,328.1690216064453,432.4843215942383
27,328.6579895019531,432.48485565185547
28,329.1613006591797,432.48435974121094
29,329.66644287109375,432.4843215942383
30,330.1578903198242,432.4837112426758
31,330.6759262084961,432.4838638305664
32,331.16432189941406,432.48348236083984
33,331.1713409423828,433.0003356933594
34,330.71502685546875,432.9764175415039
35,330.21148681640625,432.97672271728516
36,329.69608306884766,432.97664642333984
37,329.1526794433594,432.97657012939453
38,328.61427307128906,432.97611236572266
39,328.1557083129883,432.9766082763672
40,327.6946258544922,432.97672271728516
41,327.1522903442383,432.9761505126953
42,326.6514205932617,432.97645568847656
43,326.12979888916016,432.9769515991211
44,325.6664276123047,432.97691345214844
45,325.2052688598633,432.97645568847656
46,324.6883010864258,432.9764175415039
47,324.1699981689453,432.97645568847656
48,323.612060546875,432.9764938354492
49,323.1483840942383,432.97584533691406
50,322.6887512207031,432.9765319824219
51,322.1315002441406,432.97645568847656
52,321.63124084472656,432.9759979248047
53,321.15760803222656,432.97603607177734
54,320.66341400146484,432.97645568847656
55,320.1176452636719,432.97645568847656
56,319.6649360656738,432.97603607177734
57,319.13183212280273,432.97630310058594
58,318.60973358154297,432.97657012939453
59,318.15412521362305,432.97595977783203
60,317.6102828979492,432.97657012939453
61,317.1467590332031,432.97664642333984
62,316.6358947753906,432.97607421875
63,316.1720657348633,432.9763412475586
64,315.6664276123047,432.9766082763672
65,315.12367248535156,432.9755401611328
66,315.1255798339844,433.46195220947266
67,315.6356430053711,433.5158157348633
68,316.136474609375,433.51539611816406
69,316.6504096984863,433.51417541503906
70,317.1377182006836,433.5118865966797
71,317.63444900512695,433.51070404052734
72,318.15757751464844,433.5091781616211
73,318.6491584777832,433.5069274902344
74,319.16019439697266,433.5045623779297
75,319.6625518798828,433.49853515625
76,320.1522445678711,433.4528350830078
77,320.673828125,433.4530258178711
78,321.1625671386719,433.4532165527344
