Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.17078399658203,427.3747253417969
1,315.63011169433594,427.3451614379883
2,316.1260223388672,427.3447036743164
3,316.6610336303711,427.3447036743164
4,317.1615219116211,427.34474182128906
5,317.6662826538086,427.3445510864258
6,318.15996170043945,427.34447479248047
7,318.6723518371582,427.34466552734375
8,319.16210174560547,427.3442077636719
9,319.6724319458008,427.3441696166992
10,320.1686096191406,427.3439407348633
11,320.67203521728516,427.34405517578125
12,321.18133544921875,427.3435592651367
13,321.67396545410156,427.3435974121094
14,322.1876907348633,427.3432922363281
15,322.67276763916016,427.34325408935547
16,323.1591796875,427.3429870605469
17,323.67332458496094,427.34336853027344
18,324.1645812988281,427.3426818847656
19,324.6773910522461,427.34291076660156
20,325.16845703125,427.3428726196289
21,325.6755065917969,427.3422622680664
22,326.18221282958984,427.34195709228516
23,326.67469024658203,427.3421096801758
24,327.1836853027344,427.3414611816406
25,327.6728820800781,427.34130859375
26,328.16112518310547,427.3404312133789
27,328.6746597290039,427.3404312133789
28,329.1642761230469,427.3396682739258
29,329.67784881591797,427.3395538330078
30,330.16990661621094,427.3392105102539
31,330.6666946411133,427.33837127685547
32,331.1802291870117,427.3384475708008
33,331.17725372314453,427.8247833251953
34,330.65589904785156,427.8247833251953
35,330.1619338989258,427.8251647949219
36,329.65747833251953,427.82554626464844
37,329.15897369384766,427.82535552978516
38,328.66241455078125,427.8253936767578
39,328.14571380615234,427.82508850097656
40,327.68455505371094,427.82543182373047
41,327.16861724853516,427.8251266479492
42,326.67896270751953,427.8250503540039
43,326.1663055419922,427.82554626464844
44,325.655517578125,427.82543182373047
45,325.1678466796875,427.82535552978516
46,324.6624755859375,427.82581329345703
47,324.1631317138672,427.82554626464844
48,323.66546630859375,427.82527923583984
49,323.18470001220703,427.8257751464844
50,322.6797103881836,427.82569885253906
51,322.1656036376953,427.82520294189453
52,321.68487548828125,427.82569885253906
53,321.16798400878906,427.8257369995117
54,320.6624221801758,427.8252410888672
55,320.1679992675781,427.82554626464844
56,319.65999603271484,427.8253173828125
57,319.16242599487305,427.8257369995117
58,318.66228103637695,427.8255081176758
59,318.1840515136719,427.8258514404297
