time [s],channel_4_data.input_voltage,channel_4_data.output_voltage,
1.072e-06,5801,12405,
0.01,5801,12403,
0.02,5801,12402,
0.03,5801,12405,
0.04,5801,12395,
0.05,5804,12402,
0.06,5801,12398,
0.07,5801,12400,
0.08,5801,12403,
0.09,5801,12405,
0.1,5801,12398,
0.11,5803,12402,
0.12,5803,12395,
0.13,5801,12405,
0.14,5801,12403,
0.15,5801,12403,
0.16,5801,12402,
0.17,5801,12405,
0.18,5804,12405,
0.19,5804,12405,
0.2,5801,12405,
0.21,5801,12405,
0.22,5801,12400,
0.23,5801,12405,
0.24,5801,12405,
0.25,5801,12400,
0.26,5805,12405,
0.27,5805,12402,
0.28,5801,12403,
0.29,5801,12405,
0.3,5801,12400,
0.31,5801,12405,
0.32,5801,12405,
0.33,5805,12405,
0.34,5804,12405,
0.35,5801,12405,
0.36,5801,12405,
0.37,5802,12405,
0.38,5801,12405,
0.39,5801,12405,
0.4,5805,12405,
0.41,5803,12403,
0.42,5801,12405,
0.43,5801,12405,
0.44,5801,12400,
0.45,5801,12405,
0.46,5801,12403,
0.47,5802,12405,
0.48,5803,12405,
0.49,5801,12402,
0.5,5801,12405,
0.51,5801,12405,
0.52,5801,12405,
0.53,5801,12405,
0.54,5803,12405,
0.55,5802,12405,
0.56,5805,12405,
0.57,5801,12405,
0.58,5801,12405,
0.59,5801,12405,
0.6,5801,12405,
0.61,5801,12405,
0.62,5801,12405,
0.63,5802,12405,
0.64,5801,12405,
0.65,5801,12395,
0.66,5801,12405,
0.67,5801,12405,
0.68,5801,12405,
0.69,5802,12405,
0.7,5801,12405,
0.71,5804,12405,
0.72,5801,12405,
0.73,5801,12405,
0.74,5801,12405,
0.75,5801,12405,
0.76,5801,12405,
0.77,5801,12405,
0.78,5801,12405,
0.79,5801,12405,
0.8,5801,12403,
0.81,5801,12405,
0.82,5801,12403,
0.83,5801,12405,
0.84,5801,12405,
0.85,5805,12405,
0.86,5803,12405,
0.87,5801,12405,
0.88,5801,12402,
0.89,5798,12402,
0.9,5799,12405,
0.91,5801,12405,
0.92,5801,12395,
0.93,5801,12396,
0.94,5801,12405,
0.95,5801,12405,
0.96,5799,12405,
0.97,5799,12405,
0.98,5798,12405,
0.99,5801,12405,
1,5801,12405,
1.01,5801,12405,
1.02,5801,12403,
1.03,5801,12405,
1.04,5801,12405,
1.05,5801,12405,
1.06,5799,12403,
1.07,5800,12405,
1.08,5801,12403,
1.09,5801,12405,
1.1,5801,12405,
1.11,5800,12405,
1.12,5801,12400,
1.13,5799,12405,
1.14,5799,12403,
1.15,5801,12405,
1.16,5800,12405,
1.17,5801,12403,
1.18,5801,12405,
1.19,5801,12405,
1.2,5801,12405,
1.21,5800,12405,
1.22,5801,12405,
1.23,5798,12402,
1.24,5801,12405,
1.25,5801,12405,
1.26,5800,12402,
1.27,5801,12405,
1.28,5800,12405,
1.29,5801,12405,
1.3,5801,12405,
1.31,5801,12405,
1.32,5801,12405,
1.33,5801,12405,
1.34,5798,12395,
1.35,5798,12405,
1.36,5798,12405,
1.37,5801,12405,
1.38,5801,12405,
1.39,5800,12405,
1.4,5799,12399,
1.41,5801,12405,
1.42,5798,12405,
1.43,5800,12405,
1.44,5798,12400,
1.45,5798,12405,
1.46,5799,12403,
1.47,5800,12405,
1.48,5801,12400,
1.49,5799,12405,
1.5,5798,12405,
1.51,5798,12405,
1.52,5798,12400,
1.53,5798,12403,
1.54,5799,12400,
1.55,5801,12405,
1.56,5801,12405,
1.57,5801,12405,
1.58,5800,12405,
1.59,5799,12405,
1.6,5800,12405,
1.61,5799,12398,
1.62,5801,12402,
1.63,5800,12405,
1.64,5801,12405,
1.65,5798,12392,
1.66,5798,12399,
1.67,5798,12405,
1.68,5799,12405,
1.69,5799,12405,
1.7,5801,12396,
1.71,5799,12405,
1.72,5800,12405,
1.73,5799,12405,
1.74,5798,12400,
1.75,5800,12405,
1.76,5798,12405,
1.77,5798,12405,
1.78,5800,12405,
1.79,5798,12405,
1.8,5798,12400,
1.81,5798,12405,
1.82,5798,12403,
1.83,5798,12402,
1.84,5798,12405,
1.85,5801,12405,
1.86,5799,12396,
1.87,5798,12403,
1.88,5798,12393,
1.89,5798,12399,
1.9,5798,12400,
1.91,5798,12392,
1.92,5798,12399,
1.93,5798,12405,
1.94,5798,12396,
1.95,5798,12405,
1.96,5798,12400,
1.97,5798,12402,
1.98,5798,12396,
1.99,5798,12405,
2,5800,12396,
2.01,5801,12405,
2.02,5798,12395,
2.03,5798,12405,
2.04,5798,12405,
2.05,5798,12405,
2.06,5798,12398,
2.07,5800,12405,
2.08,5798,12405,
2.09,5798,12405,
2.1,5798,12400,
2.11,5798,12400,
2.12,5798,12395,
2.13,5797,12402,
2.14,5800,12402,
2.15,5799,12403,
2.16,5798,12405,
2.17,5798,12398,
2.18,5798,12399,
2.19,5798,12405,
2.2,5798,12395,
2.21,5798,12405,
2.22,5799,12396,
2.23,5798,12398,
2.24,5798,12395,
2.25,5798,12405,
2.26,5798,12399,
2.27,5798,12405,
2.28,5798,12405,
2.29,5798,12405,
2.3,5800,12402,
2.31,5798,12403,
2.32,5798,12395,
2.33,5798,12405,
2.34,5798,12399,
2.35,5798,12405,
2.36,5798,12398,
2.37,5799,12405,
2.38,5798,12395,
2.39,5798,12405,
2.4,5798,12405,
2.41,5798,12402,
2.42,5798,12405,
2.43,5798,12403,
2.44,5800,12405,
2.45,5798,12405,
2.46,5798,12402,
2.47,5798,12405,
2.48,5798,12405,
2.49,5798,12405,
2.5,5798,12405,
2.51,5798,12400,
2.52,5801,12402,
2.53,5799,12405,
2.54,5798,12399,
2.55,5798,12403,
2.56,5798,12405,
2.57,5798,12405,
2.58,5798,12402,
2.59,5798,12393,
2.6,5800,12405,
2.61,5798,12405,
2.62,5798,12405,
2.63,5796,12403,
2.64,5798,12400,
2.65,5795,12403,
2.66,5798,12398,
2.67,5798,12405,
2.68,5797,12400,
2.69,5798,12405,
2.7,5794,12399,
2.71,5798,12405,
2.72,5798,12405,
2.73,5797,12405,
2.74,5798,12400,
2.75,5798,12405,
2.76,5798,12398,
2.77,5798,12405,
2.78,5798,12405,
2.79,5796,12403,
2.8,5798,12405,
2.81,5798,12405,
2.82,5797,12392,
2.83,5796,12400,
2.84,5796,12405,
2.85,5794,12405,
2.86,5798,12405,
2.87,5794,12399,
2.88,5795,12398,
2.89,5799,12400,
2.9,5798,12398,
2.91,5796,12405,
2.92,5795,12400,
2.93,5794,12396,
2.94,5794,12398,
2.95,5794,12402,
2.96,5799,12396,
2.97,5798,12400,
2.98,5798,12393,
2.99,5796,12403,
3,5795,12398,
3.01,5794,12399,
3.02,5794,12405,
3.03,5794,12405,
3.04,5800,12405,
3.05,5798,12405,
3.06,5797,12400,
3.07,5794,12400,
3.08,5794,12393,
3.09,5794,12402,
3.1,5794,12402,
3.11,5799,12405,
3.12,5798,12400,
3.13,5798,12405,
3.14,5796,12400,
3.15,5794,12398,
3.16,5794,12400,
3.17,5794,12396,
3.18,5794,12398,
3.19,5798,12405,
3.2,5798,12405,
3.21,5796,12405,
3.22,5796,12405,
3.23,5795,12405,
3.24,5794,12398,
3.25,5794,12405,
3.26,5798,12405,
3.27,5798,12405,
3.28,5798,12405,
3.29,5797,12405,
3.3,5794,12399,
3.31,5794,12402,
3.32,5794,12398,
3.33,5794,12405,
3.34,5798,12396,
3.35,5796,12399,
3.36,5794,12395,
3.37,5794,12399,
3.38,5793,12391,
3.39,5794,12405,
3.4,5794,12398,
3.41,5797,12391,
3.42,5798,12395,
3.43,5794,12405,
3.44,5794,12392,
3.45,5794,12403,
3.46,5794,12402,
3.47,5792,12393,
3.48,5798,12396,
3.49,5795,12402,
3.5,5796,12392,
3.51,5794,12398,
3.52,5794,12398,
3.53,5794,12393,
3.54,5794,12391,
3.55,5798,12403,
3.56,5798,12399,
3.57,5797,12405,
3.58,5795,12398,
3.59,5794,12392,
3.6,5794,12395,
3.61,5794,12405,
3.62,5798,12393,
3.63,5798,12391,
3.64,5796,12402,
3.65,5794,12391,
3.66,5793,12400,
3.67,5792,12393,
3.68,5794,12395,
3.69,5798,12405,
3.7,5797,12395,
3.71,5795,12396,
3.72,5794,12400,
3.73,5793,12398,
3.74,5793,12392,
3.75,5793,12400,
3.76,5798,12405,
3.77,5798,12405,
3.78,5797,12400,
3.79,5794,12400,
3.8,5794,12396,
3.81,5794,12405,
3.82,5794,12405,
3.83,5799,12405,
3.84,5798,12392,
3.85,5797,12405,
3.86,5794,12398,
3.87,5794,12405,
3.88,5794,12403,
3.89,5794,12405,
3.9,5792,12396,
3.91,5798,12402,
3.92,5797,12393,
3.93,5794,12399,
3.94,5794,12402,
3.95,5793,12400,
3.96,5792,12395,
3.97,5799,12405,
3.98,5798,12396,
3.99,5796,12398,
4,5794,12396,
4.01,5791,12391,
4.02,5794,12399,
4.03,5794,12405,
4.04,5798,12405,
4.05,5798,12403,
4.06,5798,12400,
4.07,5795,12405,
4.08,5794,12405,
4.09,5793,12405,
4.1,5794,12405,
4.11,5793,12402,
4.12,5798,12400,
4.13,5795,12392,
4.14,5797,12405,
4.15,5796,12405,
4.16,5794,12395,
4.17,5793,12402,
4.18,5794,12402,
4.19,5798,12405,
4.2,5797,12405,
4.21,5796,12405,
4.22,5794,12405,
4.23,5792,12405,
4.24,5792,12405,
4.25,5793,12402,
4.26,5798,12393,
4.27,5796,12405,
4.28,5794,12400,
4.29,5794,12402,
4.3,5794,12403,
4.31,5794,12405,
4.32,5794,12405,
4.33,5791,12402,
4.34,5798,12403,
4.35,5798,12395,
4.36,5794,12395,
4.37,5794,12405,
4.38,5792,12398,
4.39,5791,12402,
4.4,5794,12399,
4.41,5798,12396,
4.42,5794,12400,
4.43,5796,12405,
4.44,5794,12405,
4.45,5794,12405,
4.46,5791,12403,
4.47,5791,12393,
4.48,5798,12405,
4.49,5798,12405,
4.5,5794,12405,
4.51,5794,12405,
4.52,5794,12405,
4.53,5792,12402,
4.54,5791,12393,
4.55,5792,12403,
4.56,5797,12398,
4.57,5797,12396,
4.58,5794,12392,
4.59,5793,12399,
4.6,5793,12398,
4.61,5792,12405,
4.62,5793,12405,
4.63,5798,12399,
4.64,5798,12391,
4.65,5794,12396,
4.66,5793,12392,
4.67,5793,12405,
4.68,5791,12391,
4.69,5792,12395,
4.7,5798,12405,
4.71,5798,12392,
4.72,5794,12398,
4.73,5794,12400,
4.74,5792,12393,
4.75,5793,12399,
4.76,5791,12398,
4.77,5791,12403,
4.78,5798,12393,
4.79,5796,12399,
4.8,5795,12393,
4.81,5794,12395,
4.82,5794,12391,
4.83,5792,12400,
4.84,5791,12400,
4.85,5796,12393,
4.86,5796,12393,
4.87,5796,12393,
4.88,5796,12393,
4.89,5794,12397,
4.9,5794,12397,
4.91,5794,12397,
4.92,5794,12397,
4.93,3454,12401,
4.94,3454,12401,
4.95,3454,12401,
4.96,3454,12401,
4.97,5794,12398,
4.98,5794,12398,
4.99,5794,12398,
5,5794,12398,
5.01,5795,12399,
5.02,5795,12399,
5.03,5795,12399,
