time [s],channel_4_data.input_current_ma,channel_4_data.output_current_ma,
1.072e-06,-89,-36,
0.01,-85,-36,
0.02,-89,-36,
0.03,-88,-36,
0.04,-83,-33,
0.05,-83,-33,
0.06,-86,-36,
0.07,-87,-36,
0.08,-87,-36,
0.09,-85,-36,
0.1,-84,-36,
0.11,-83,-35,
0.12,-87,-35,
0.13,-87,-36,
0.14,-90,-36,
0.15,-85,-36,
0.16,-88,-35,
0.17,-90,-36,
0.18,-90,-36,
0.19,-88,-36,
0.2,-90,-36,
0.21,-90,-36,
0.22,-90,-36,
0.23,-90,-36,
0.24,-85,-36,
0.25,-87,-36,
0.26,-90,-36,
0.27,-90,-36,
0.28,-88,-36,
0.29,-90,-36,
0.3,-87,-36,
0.31,-85,-36,
0.32,-89,-36,
0.33,-90,-36,
0.34,-89,-36,
0.35,-88,-36,
0.36,-90,-36,
0.37,-90,-36,
0.38,-87,-36,
0.39,-87,-36,
0.4,-90,-37,
0.41,-87,-36,
0.42,-90,-36,
0.43,-90,-36,
0.44,-90,-36,
0.45,-90,-36,
0.46,-86,-36,
0.47,-90,-36,
0.48,-90,-36,
0.49,-90,-36,
0.5,-90,-36,
0.51,-90,-36,
0.52,-90,-36,
0.53,-88,-36,
0.54,-90,-36,
0.55,-90,-36,
0.56,-90,-36,
0.57,-90,-36,
0.58,-90,-36,
0.59,-90,-36,
0.6,-87,-36,
0.61,-90,-36,
0.62,-90,-36,
0.63,-89,-36,
0.64,-91,-36,
0.65,-85,-36,
0.66,-90,-36,
0.67,-90,-36,
0.68,-90,-36,
0.69,-90,-37,
0.7,-90,-36,
0.71,-90,-37,
0.72,-90,-36,
0.73,-90,-36,
0.74,-90,-36,
0.75,-90,-36,
0.76,-90,-36,
0.77,-88,-36,
0.78,-87,-36,
0.79,-90,-36,
0.8,-90,-36,
0.81,-90,-36,
0.82,-89,-36,
0.83,-90,-36,
0.84,-90,-36,
0.85,-90,-37,
0.86,-90,-36,
0.87,-90,-36,
0.88,-89,-36,
0.89,-89,-36,
0.9,-88,-36,
0.91,-87,-36,
0.92,-87,-36,
0.93,-86,-36,
0.94,-90,-36,
0.95,-90,-36,
0.96,-90,-36,
0.97,-90,-36,
0.98,-90,-36,
0.99,-89,-36,
1,-90,-36,
1.01,-90,-36,
1.02,-88,-36,
1.03,-90,-36,
1.04,-90,-36,
1.05,-90,-36,
1.06,-86,-36,
1.07,-90,-36,
1.08,-90,-36,
1.09,-90,-36,
1.1,-90,-36,
1.11,-90,-36,
1.12,-89,-36,
1.13,-90,-36,
1.14,-90,-36,
1.15,-87,-36,
1.16,-90,-36,
1.17,-90,-36,
1.18,-90,-38,
1.19,-90,-37,
1.2,-90,-36,
1.21,-90,-36,
1.22,-90,-36,
1.23,-87,-36,
1.24,-87,-36,
1.25,-90,-36,
1.26,-90,-36,
1.27,-90,-36,
1.28,-90,-36,
1.29,-90,-36,
1.3,-90,-36,
1.31,-90,-36,
1.32,-90,-36,
1.33,-90,-36,
1.34,-88,-36,
1.35,-88,-36,
1.36,-90,-36,
1.37,-90,-36,
1.38,-83,-36,
1.39,-90,-36,
1.4,-84,-36,
1.41,-90,-36,
1.42,-90,-36,
1.43,-90,-36,
1.44,-90,-36,
1.45,-88,-36,
1.46,-88,-36,
1.47,-89,-36,
1.48,-90,-36,
1.49,-90,-36,
1.5,-90,-36,
1.51,-87,-36,
1.52,-83,-36,
1.53,-89,-36,
1.54,-87,-36,
1.55,-90,-37,
1.56,-90,-36,
1.57,-90,-38,
1.58,-90,-36,
1.59,-90,-36,
1.6,-90,-36,
1.61,-87,-36,
1.62,-90,-36,
1.63,-90,-36,
1.64,-90,-36,
1.65,-86,-36,
1.66,-90,-36,
