time [s],duty_cycle,mppt_found,power_derivative,
1.978,0.588996,0,0,
1.979,0.588996,0,0,
1.98,0.589996,0,0,
1.981,0.589996,0,0,
1.982,0.590996,0,0,
1.983,0.590996,0,0,
1.984,0.591996,0,0,
1.985,0.591996,0,0,
1.986,0.592996,0,0,
1.987,0.592996,0,0,
1.988,0.593996,0,0,
1.989,0.593996,0,0,
1.99,0.594996,0,0,
1.991,0.594996,0,0,
1.992,0.595996,0,0,
1.993,0.595996,0,0,
1.994,0.596996,0,0,
1.995,0.596996,0,0,
1.996,0.597996,0,0,
1.997,0.597996,0,0,
1.998,0.598996,0,0,
1.999,0.598996,0,0,
2,0.599996,0,0,
2.001,0.599996,0,0,
2.002,0.600996,0,0,
2.003,0.600996,0,0,
2.004,0.601996,0,0,
2.005,0.601996,0,0,
2.006,0.602996,0,0,
2.007,0.602996,0,0,
2.008,0.603996,0,0,
2.009,0.603996,0,0,
2.01,0.604996,0,0,
2.011,0.604996,0,0,
2.012,0.605996,0,0,
2.013,0.605996,0,0,
2.014,0.606996,0,0,
2.015,0.606996,0,0,
2.016,0.607996,0,0,
2.017,0.607996,0,0,
2.018,0.608996,0,0,
2.019,0.608996,0,0,
2.02,0.609996,0,0,
2.021,0.609996,0,0,
2.022,0.610996,0,0,
2.023,0.610996,0,0,
2.024,0.611996,0,0,
2.025,0.611996,0,0,
2.026,0.612996,0,0,
2.027,0.612996,0,0,
2.028,0.613996,0,0,
2.029,0.613996,0,0,
2.03,0.614996,0,0,
2.031,0.614996,0,0,
2.032,0.615996,0,0,
2.033,0.615996,0,0,
2.034,0.616996,0,0,
2.035,0.616996,0,0,
2.03673,0.617996,0,0,
2.03855,0.618996,0,0,
2.03974,0.619996,0,0,
2.04051,0.619996,0,0,
2.04121,0.619996,0,0,
2.04194,0.620996,0,0,
2.04266,0.620996,0,0,
2.04342,0.620996,0,0,
2.04417,0.621996,0,0,
2.045,0.621996,0,0,
2.046,0.622996,0,0,
2.047,0.622996,0,0,
2.048,0.623996,0,0,
2.049,0.623996,0,0,
2.05,0.624996,0,0,
2.051,0.624996,0,0,
2.052,0.625996,0,0,
2.053,0.625996,0,0,
2.054,0.626996,0,0,
2.055,0.626996,0,0,
2.056,0.627995,0,0,
2.057,0.627995,0,0,
2.058,0.628995,0,0,
2.059,0.628995,0,0,
2.06,0.629995,0,0,
2.061,0.629995,0,0,
2.062,0.630995,0,0,
2.063,0.630995,0,0,
2.064,0.631995,0,0,
2.065,0.631995,0,0,
2.066,0.632995,0,0,
2.067,0.632995,0,0,
2.068,0.633995,0,0,
2.069,0.633995,0,0,
2.07,0.634995,0,0,
2.071,0.634995,0,0,
2.072,0.635995,0,0,
2.073,0.635995,0,0,
2.074,0.636995,0,0,
2.075,0.636995,0,0,
2.076,0.637995,0,0,
2.077,0.637995,0,0,
2.078,0.638995,0,0,
2.079,0.638995,0,0,
2.08,0.639995,0,0,
2.081,0.639995,0,0,
2.082,0.640995,0,0,
2.083,0.640995,0,0,
2.084,0.641995,0,0,
2.085,0.641995,0,0,
2.086,0.642995,0,0,
2.087,0.642995,0,0,
2.088,0.643995,0,0,
2.089,0.643995,0,0,
2.09,0.644995,0,0,
2.091,0.644995,0,0,
2.092,0.645995,0,0,
2.093,0.645995,0,0,
2.094,0.646995,0,0,
2.095,0.646995,0,0,
2.096,0.647995,0,0,
2.097,0.647995,0,0,
2.098,0.648995,0,0,
2.099,0.648995,0,0,
2.1,0.649995,0,0,
2.101,0.649995,0,0,
2.102,0.650995,0,0,
2.103,0.650995,0,0,
2.104,0.651995,0,0,
2.105,0.651995,0,0,
2.106,0.652995,0,0,
2.107,0.652995,0,0,
2.108,0.653995,0,0,
2.109,0.653995,0,0,
2.11,0.654995,0,0,
2.111,0.654995,0,0,
2.112,0.655995,0,0,
2.113,0.655995,0,0,
2.114,0.656995,0,0,
2.115,0.656995,0,0,
2.116,0.657995,0,0,
2.117,0.657995,0,0,
2.118,0.658995,0,0,
2.119,0.658995,0,0,
2.12,0.659995,0,0,
2.121,0.659995,0,0,
2.122,0.660995,0,0,
2.123,0.660995,0,0,
2.124,0.661995,0,0,
2.125,0.661995,0,0,
2.126,0.662995,0,0,
2.127,0.662995,0,0,
2.128,0.663995,0,0,
2.129,0.663995,0,0,
2.13,0.664995,0,0,
2.131,0.664995,0,0,
2.132,0.665995,0,0,
2.133,0.665995,0,0,
2.134,0.666995,0,0,
2.135,0.666995,0,0,
2.136,0.667995,0,0,
2.137,0.667995,0,0,
2.138,0.668995,0,0,
2.139,0.668995,0,0,
2.14,0.669995,0,0,
2.141,0.669995,0,0,
2.142,0.670995,0,0,
2.143,0.670995,0,0,
2.144,0.671995,0,0,
2.145,0.671995,0,0,
2.146,0.672995,0,0,
2.147,0.672995,0,0,
2.148,0.673995,0,0,
2.149,0.673995,0,0,
2.15,0.674995,0,0,
2.151,0.674995,0,0,
2.152,0.675995,0,0,
2.153,0.675995,0,0,
2.154,0.676995,0,0,
2.155,0.676995,0,0,
2.156,0.677995,0,0,
2.157,0.677995,0,0,
2.158,0.678995,0,0,
2.159,0.678995,0,0,
2.16,0.679995,0,0,
2.161,0.679995,0,0,
2.162,0.680995,0,0,
2.163,0.680995,0,0,
2.164,0.681995,0,0,
2.165,0.681995,0,0,
2.166,0.682995,0,0,
2.167,0.682995,0,0,
2.168,0.683995,0,0,
2.169,0.683995,0,0,
2.17,0.684995,0,0,
2.17175,0.685995,0,0,
2.17262,0.685995,0,0,
2.17349,0.685995,0,0,
2.17436,0.686995,0,0,
2.17524,0.686995,0,0,
2.17611,0.687995,0,0,
2.177,0.687995,0,0,
2.178,0.688995,0,0,
2.179,0.688995,0,0,
2.18063,0.689995,0,0,
2.1815,0.689995,0,0,
2.18221,0.690995,0,0,
2.183,0.690995,0,0,
2.184,0.691995,0,0,
2.185,0.691995,0,0,
2.186,0.692995,0,0,
2.187,0.692995,0,0,
2.188,0.693995,0,0,
2.189,0.693995,0,0,
2.19,0.694995,0,0,
2.191,0.694995,0,0,
2.192,0.695995,0,0,
2.193,0.695995,0,0,
2.194,0.696995,0,0,
2.195,0.696995,0,0,
2.196,0.697995,0,0,
2.197,0.697995,0,0,
2.198,0.698995,0,0,
2.199,0.698995,0,0,
2.2,0.699995,0,0,
2.201,0.699995,0,0,
2.202,0.700995,0,0,
2.203,0.700995,0,0,
2.204,0.701995,0,0,
2.205,0.701995,0,0,
2.206,0.702995,0,0,
2.207,0.702995,0,0,
2.20802,0.703995,0,0,
2.20925,0.704994,0,0,
2.21099,0.704994,0,0,
2.21171,0.704994,0,0,
2.21242,0.705994,0,0,
2.21312,0.705994,0,0,
2.214,0.706994,0,0,
2.215,0.706994,0,0,
2.216,0.707994,0,0,
2.217,0.707994,0,0,
2.218,0.708994,0,0,
2.219,0.708994,0,0,
2.22,0.709994,0,0,
2.221,0.709994,0,0,
2.222,0.710994,0,0,
2.223,0.710994,0,0,
2.224,0.711994,0,0,
2.225,0.711994,0,0,
2.226,0.712994,0,0,
2.227,0.712994,0,0,
2.228,0.713994,0,0,
2.229,0.713994,0,0,
2.23,0.714994,0,0,
2.231,0.714994,0,0,
2.232,0.715994,0,0,
2.233,0.715994,0,0,
2.234,0.716994,0,0,
2.235,0.716994,0,0,
2.236,0.717994,0,0,
2.237,0.717994,0,0,
2.238,0.718994,0,0,
2.239,0.718994,0,0,
2.24,0.719994,0,0,
2.241,0.719994,0,0,
2.242,0.720994,0,0,
2.243,0.720994,0,0,
2.244,0.721994,0,0,
2.245,0.721994,0,0,
2.246,0.722994,0,0,
2.247,0.722994,0,0,
2.248,0.723994,0,0,
2.249,0.723994,0,0,
2.25,0.724994,0,0,
2.251,0.724994,0,0,
2.252,0.725994,0,0,
2.253,0.725994,0,0,
2.254,0.726994,0,0,
2.255,0.726994,0,0,
2.256,0.727994,0,0,
2.257,0.727994,0,0,
2.258,0.728994,0,0,
2.259,0.728994,0,0,
2.26,0.729994,0,0,
2.261,0.729994,0,0,
2.262,0.730994,0,0,
2.263,0.730994,0,0,
2.264,0.731994,0,0,
2.265,0.731994,0,0,
2.266,0.732994,0,0,
2.267,0.732994,0,0,
2.268,0.733994,0,0,
2.269,0.733994,0,0,
2.27,0.734994,0,0,
2.271,0.734994,0,0,
2.272,0.735994,0,0,
2.273,0.735994,0,0,
2.274,0.736994,0,0,
2.275,0.736994,0,0,
2.276,0.737994,0,0,
2.277,0.737994,0,0,
2.278,0.738994,0,0,
2.279,0.738994,0,0,
2.28,0.739994,0,0,
2.281,0.739994,0,0,
2.282,0.740994,0,0,
2.283,0.740994,0,0,
2.284,0.741994,0,0,
2.285,0.741994,0,0,
2.286,0.742994,0,0,
2.287,0.742994,0,0,
2.288,0.743994,0,0,
2.289,0.743994,0,0,
2.29,0.744994,0,0,
2.291,0.744994,0,0,
2.292,0.745994,0,0,
2.293,0.745994,0,0,
2.294,0.746994,0,0,
2.295,0.746994,0,0,
2.296,0.747994,0,0,
2.297,0.747994,0,0,
2.298,0.748994,0,0,
2.29928,0.748994,0,0,
2.30025,0.749994,0,0,
2.30106,0.749994,0,0,
2.302,0.750994,0,0,
2.303,0.750994,0,0,
2.304,0.751994,0,0,
2.305,0.751994,0,0,
2.306,0.752994,0,0,
2.307,0.752994,0,0,
2.308,0.753994,0,0,
2.309,0.753994,0,0,
2.31,0.754994,0,0,
2.311,0.754994,0,0,
2.312,0.755994,0,0,
2.313,0.755994,0,0,
2.314,0.756994,0,0,
2.315,0.756994,0,0,
2.316,0.757994,0,0,
2.317,0.757994,0,0,
2.318,0.758994,0,0,
2.319,0.758994,0,0,
2.32,0.759994,0,0,
2.321,0.759994,0,0,
2.322,0.760994,0,0,
2.323,0.760994,0,0,
2.324,0.761994,0,0,
2.325,0.761994,0,0,
2.326,0.762994,0,0,
2.327,0.762994,0,0,
2.328,0.763994,0,0,
2.32921,0.763994,0,0,
2.33001,0.764994,0,0,
2.331,0.764994,0,0,
2.332,0.765994,0,0,
2.333,0.765994,0,0,
2.334,0.766994,0,0,
2.335,0.766994,0,0,
2.336,0.767994,0,0,
2.337,0.767994,0,0,
2.338,0.768994,0,0,
2.339,0.768994,0,0,
2.34,0.769994,0,0,
2.341,0.769994,0,0,
2.342,0.770994,0,0,
2.343,0.770994,0,0,
2.344,0.771994,0,0,
2.345,0.771994,0,0,
2.346,0.772994,0,0,
2.347,0.772994,0,0,
2.348,0.773994,0,0,
2.349,0.773994,0,0,
2.35,0.774994,0,0,
2.351,0.774994,0,0,
2.352,0.775994,0,0,
2.353,0.775994,0,0,
2.354,0.776994,0,0,
2.355,0.776994,0,0,
2.356,0.777994,0,0,
2.357,0.777994,0,0,
2.358,0.778994,0,0,
2.359,0.778994,0,0,
2.36,0.779994,0,0,
2.361,0.779994,0,0,
2.362,0.780994,0,0,
2.363,0.780994,0,0,
2.364,0.781994,0,0,
2.365,0.781994,0,0,
2.366,0.782993,0,0,
2.367,0.782993,0,0,
2.368,0.783993,0,0,
2.36961,0.783993,0,0,
2.37032,0.784993,0,0,
2.37101,0.784993,0,0,
2.372,0.785993,0,0,
2.373,0.785993,0,0,
2.374,0.786993,0,0,
2.375,0.786993,0,0,
2.376,0.787993,0,0,
2.377,0.787993,0,0,
2.37814,0.788993,0,0,
2.379,0.788993,0,0,
2.38,0.789993,0,0,
2.381,0.789993,0,0,
2.382,0.790993,0,0,
2.383,0.790993,0,0,
2.384,0.791993,0,0,
2.385,0.791993,0,0,
2.386,0.792993,0,0,
2.387,0.792993,0,0,
2.388,0.793993,0,0,
2.389,0.793993,0,0,
2.39,0.794993,0,0,
2.391,0.794993,0,0,
2.39226,0.795993,0,0,
2.393,0.795993,0,0,
2.394,0.796993,0,0,
2.39516,0.796993,0,0,
2.396,0.797993,0,0,
2.397,0.797993,0,0,
2.398,0.798993,0,0,
2.399,0.798993,0,0,
2.4,0.799993,0,0,
2.401,0.799993,0,0,
2.4022,0.800993,0,0,
2.40325,0.800993,0,0,
2.404,0.801993,0,0,
2.405,0.801993,0,0,
2.40601,0.802993,0,0,
2.407,0.802993,0,0,
2.408,0.803993,0,0,
2.409,0.803993,0,0,
2.41,0.804993,0,0,
2.411,0.804993,0,0,
2.412,0.805993,0,0,
2.413,0.805993,0,0,
2.414,0.806993,0,0,
2.415,0.806993,0,0,
2.416,0.807993,0,0,
2.417,0.807993,0,0,
2.418,0.808993,0,0,
2.419,0.808993,0,0,
2.42,0.809993,0,0,
2.421,0.809993,0,0,
2.422,0.810993,0,0,
2.423,0.810993,0,0,
2.424,0.811993,0,0,
2.425,0.811993,0,0,
2.426,0.812993,0,0,
2.427,0.812993,0,0,
2.428,0.813993,0,0,
2.429,0.813993,0,0,
2.43,0.814993,0,0,
2.431,0.814993,0,0,
2.432,0.815993,0,0,
2.433,0.815993,0,0,
2.434,0.816993,0,0,
2.435,0.816993,0,0,
2.436,0.817993,0,0,
2.437,0.817993,0,0,
2.438,0.818993,0,0,
2.439,0.818993,0,0,
2.44038,0.819993,0,0,
2.44158,0.819993,0,0,
2.44241,0.820993,0,0,
2.44309,0.820993,0,0,
2.444,0.821993,0,0,
2.445,0.821993,0,0,
2.446,0.822993,0,0,
2.447,0.822993,0,0,
2.448,0.823993,0,0,
2.449,0.823993,0,0,
2.45017,0.824993,0,0,
2.451,0.824993,0,0,
2.452,0.825993,0,0,
2.453,0.825993,0,0,
2.454,0.826993,0,0,
2.455,0.826993,0,0,
2.456,0.827993,0,0,
2.457,0.827993,0,0,
2.458,0.828993,0,0,
2.459,0.828993,0,0,
2.46,0.829993,0,0,
2.461,0.829993,0,0,
2.462,0.830993,0,0,
2.463,0.830993,0,0,
2.464,0.831993,0,0,
2.465,0.831993,0,0,
2.466,0.832993,0,0,
2.467,0.832993,0,0,
2.468,0.833993,0,0,
2.469,0.833993,0,0,
2.47,0.834993,0,0,
2.471,0.834993,0,0,
2.47233,0.835993,0,0,
2.473,0.835993,0,0,
2.474,0.836993,0,0,
2.475,0.836993,0,0,
2.476,0.837993,0,0,
2.477,0.837993,0,0,
2.478,0.838993,0,0,
2.479,0.838993,0,0,
2.48,0.839993,0,0,
2.481,0.839993,0,0,
2.482,0.840993,0,0,
2.483,0.840993,0,0,
2.484,0.841993,0,0,
2.485,0.841993,0,0,
2.486,0.842993,0,0,
2.487,0.842993,0,0,
2.488,0.843993,0,0,
2.489,0.843993,0,0,
2.49,0.844993,0,0,
2.491,0.844993,0,0,
2.492,0.845993,0,0,
2.493,0.845993,0,0,
2.494,0.846993,0,0,
2.495,0.846993,0,0,
2.496,0.847993,0,0,
2.497,0.847993,0,0,
2.498,0.848993,0,0,
2.499,0.848993,0,0,
2.5,0.849993,0,0,
2.501,0.849993,0,0,
2.502,0.850993,0,0,
2.503,0.850993,0,0,
2.504,0.851993,0,0,
2.505,0.851993,0,0,
2.506,0.852993,0,0,
2.507,0.852993,0,0,
2.508,0.853993,0,0,
2.509,0.853993,0,0,
2.51,0.854993,0,0,
2.511,0.854993,0,0,
2.512,0.855993,0,0,
2.513,0.855993,0,0,
2.514,0.856993,0,0,
2.515,0.856993,0,0,
2.516,0.857993,0,0,
2.517,0.857993,0,0,
2.518,0.858993,0,0,
2.519,0.858993,0,0,
2.52,0.859993,0,0,
2.521,0.859993,0,0,
2.522,0.860992,0,0,
2.523,0.860992,0,0,
2.524,0.861992,0,0,
2.525,0.861992,0,0,
2.526,0.862992,0,0,
2.527,0.862992,0,0,
2.528,0.863992,0,0,
2.529,0.863992,0,0,
2.53,0.864992,0,0,
2.531,0.864992,0,0,
2.532,0.865992,0,0,
2.533,0.865992,0,0,
2.534,0.866992,0,0,
2.535,0.866992,0,0,
2.536,0.867992,0,0,
2.537,0.867992,0,0,
2.538,0.868992,0,0,
2.539,0.868992,0,0,
2.54,0.869992,0,0,
2.541,0.869992,0,0,
2.542,0.870992,0,0,
2.543,0.870992,0,0,
2.544,0.871992,0,0,
2.545,0.871992,0,0,
2.546,0.872992,0,0,
2.547,0.872992,0,0,
2.548,0.873992,0,0,
2.549,0.873992,0,0,
2.55,0.874992,0,0,
2.551,0.874992,0,0,
2.552,0.875992,0,0,
2.553,0.875992,0,0,
2.554,0.876992,0,0,
2.555,0.876992,0,0,
2.5564,0.877992,0,0,
2.55746,0.877992,0,0,
2.55817,0.878992,0,0,
2.559,0.878992,0,0,
2.56,0.879992,0,0,
2.561,0.879992,0,0,
2.562,0.880992,0,0,
2.563,0.880992,0,0,
2.564,0.881992,0,0,
2.565,0.881992,0,0,
2.566,0.882992,0,0,
2.56746,0.882992,0,0,
2.56832,0.883992,0,0,
2.56903,0.883992,0,0,
2.57,0.884992,0,0,
2.571,0.884992,0,0,
2.572,0.885992,0,0,
2.573,0.885992,0,0,
2.574,0.886992,0,0,
2.575,0.886992,0,0,
2.576,0.887992,0,0,
2.577,0.887992,0,0,
2.578,0.888992,0,0,
2.579,0.888992,0,0,
2.58,0.889992,0,0,
2.581,0.889992,0,0,
2.582,0.890992,0,-48322,
2.583,0.890992,0,-48322,
2.584,0.891992,0,4832,
2.585,0.891992,0,4832,
2.586,0.892992,0,4348,
2.587,0.892992,0,4348,
2.588,0.893992,0,3913,
2.589,0.893992,0,3913,
2.59,0.894992,0,3521,
2.591,0.894992,0,3521,
2.59268,0.895992,0,3168,
2.59422,0.896992,0,3168,
2.59522,0.896992,0,17467,
2.59591,0.897992,0,17467,
2.59658,0.897992,0,34696,
2.59726,0.897992,0,34696,
2.598,0.898992,0,54042,
2.599,0.898992,0,54042,
2.6,0.899992,0,66981,
2.601,0.899992,0,66981,
2.602,0.900992,0,57281,
2.603,0.900992,0,57281,
2.604,0.901992,0,76596,
2.605,0.901992,0,76596,
2.606,0.902992,0,-31273,
2.607,0.902992,0,-31273,
2.60823,0.903992,0,-58438,
2.6103,0.904992,0,-58438,
2.61161,0.904992,0,-63690,
2.61232,0.905992,0,-63690,
2.61301,0.905992,0,-57321,
2.61374,0.905992,0,-57321,
2.61444,0.906992,0,-47515,
2.61517,0.906992,0,-47515,
2.616,0.907992,0,-46859,
2.617,0.907992,0,-46859,
2.618,0.908992,0,-42203,
2.61903,0.908992,0,-42203,
2.62,0.909992,0,-41445,
2.621,0.909992,0,-41445,
2.622,0.910992,0,-29731,
2.623,0.910992,0,-29731,
2.624,0.911992,0,-30810,
2.625,0.911992,0,-30810,
2.626,0.912992,0,-31278,
2.627,0.912992,0,-31278,
2.628,0.913992,0,-20597,
2.629,0.913992,0,-20597,
2.63,0.914992,0,-22594,
2.631,0.914992,0,-22594,
2.632,0.915992,0,-23797,
2.633,0.915992,0,-23797,
2.634,0.916992,0,-17900,
2.635,0.916992,0,-17900,
2.636,0.917992,0,-12085,
2.637,0.917992,0,-12085,
2.638,0.918992,0,-18475,
2.639,0.918992,0,-18475,
2.64,0.919992,0,-13130,
2.641,0.919992,0,-13130,
2.642,0.920992,0,-11740,
2.643,0.920992,0,-11740,
2.644,0.921992,0,-10589,
2.645,0.921992,0,-10589,
2.646,0.922992,0,-5454,
2.647,0.922992,0,-5454,
2.648,0.923992,0,-9037,
2.649,0.923992,0,-9037,
2.65,0.924992,0,-8133,
2.651,0.924992,0,-8133,
2.652,0.925992,0,-7265,
2.653,0.925992,0,-7265,
2.654,0.926992,0,-6538,
2.655,0.926992,0,-6538,
2.656,0.927992,0,-5884,
2.657,0.927992,0,-5884,
2.658,0.928992,0,-1248,
2.659,0.928992,0,-1248,
2.66,0.929992,0,-8697,
2.661,0.929992,0,-8697,
2.662,0.930992,0,-4300,
2.663,0.930992,0,-4300,
2.664,0.931992,0,-7363,
2.665,0.931992,0,-7363,
2.666,0.932992,0,913,
2.667,0.932992,0,913,
2.6684,0.933992,0,800,
2.66907,0.933992,0,800,
2.67,0.934992,0,-6799,
2.671,0.934992,0,-6799,
2.672,0.935992,0,-6119,
2.673,0.935992,0,-6119,
2.674,0.936992,0,-5507,
2.675,0.936992,0,-5507,
2.676,0.937991,0,2584,
2.677,0.937991,0,2584,
2.678,0.938991,0,-1775,
2.679,0.938991,0,-1775,
2.68,0.939991,0,-1574,
2.681,0.939991,0,-1574,
2.682,0.940991,0,2710,
2.683,0.940991,0,2710,
2.684,0.941991,0,-1634,
2.685,0.941991,0,-1634,
2.686,0.942991,0,-1524,
2.687,0.942991,0,-1524,
2.688,0.943991,0,2706,
2.689,0.943991,0,2706,
2.69,0.944991,0,-5138,
2.691,0.944991,0,-5138,
2.692,0.945991,0,2977,
2.693,0.945991,0,2977,
2.694,0.946991,0,-1396,
2.695,0.946991,0,-1396,
2.696,0.947991,0,-4749,
2.697,0.947991,0,-4749,
2.698,0.948991,0,-811,
2.699,0.948991,0,-811,
2.7,0.949991,0,10420,
2.70104,0.949991,0,10420,
2.702,0.950991,0,5916,
2.703,0.950991,0,5916,
2.704,0.951991,0,5324,
2.705,0.951991,0,5324,
2.706,0.952991,0,4746,
2.707,0.952991,0,4746,
2.708,0.953991,0,4245,
2.709,0.953991,0,4245,
2.71,0.954991,0,7335,
2.711,0.954991,0,7335,
2.712,0.955991,0,-327,
2.713,0.955991,0,-327,
2.714,0.956991,0,6652,
2.715,0.956991,0,6652,
2.716,0.957991,0,5969,
2.717,0.957991,0,5969,
2.71857,0.958991,0,1902,
2.72007,0.959991,0,1902,
2.72091,0.959991,0,1692,
2.72167,0.959991,0,1692,
2.72249,0.960991,0,5052,
2.72325,0.960991,0,5052,
2.72406,0.961991,0,4546,
2.725,0.961991,0,4546,
2.726,0.962991,0,580,
2.727,0.962991,0,-2986,
2.728,0.963991,0,-2986,
2.729,0.963991,0,-2986,
2.73,0.964991,0,820,
2.731,0.964991,0,820,
2.732,0.965991,0,763,
2.733,0.965991,0,763,
2.73402,0.966991,0,686,
2.735,0.966991,0,686,
2.736,0.967991,0,4079,
2.737,0.967991,0,4079,
2.738,0.968991,0,3671,
2.739,0.968991,0,3671,
2.74,0.969991,0,3303,
2.741,0.969991,0,3303,
2.742,0.970991,0,-488,
2.743,0.970991,0,-488,
2.744,0.971991,0,-439,
2.745,0.971991,0,-439,
2.746,0.972991,0,3066,
2.747,0.972991,0,3066,
2.748,0.973991,0,-747,
2.749,0.973991,0,-747,
2.75,0.974991,0,-653,
2.75168,0.974991,0,-653,
2.75254,0.975991,0,-562,
2.75325,0.975991,0,-562,
2.754,0.976991,0,-486,
2.755,0.976991,0,-486,
2.756,0.977991,0,-482,
2.757,0.977991,0,-482,
2.758,0.978991,0,3053,
2.759,0.978991,0,3053,
2.76,0.979991,0,2747,
2.761,0.979991,0,2747,
2.762,0.980991,0,-970,
2.763,0.980991,0,-970,
2.764,0.981991,0,-873,
2.765,0.981991,0,-873,
2.766,0.982991,0,2679,
2.767,0.982991,0,2679,
2.768,0.983991,0,2370,
2.769,0.983991,0,2370,
2.77,0.984991,0,2173,
2.771,0.984991,0,2173,
2.77269,0.985991,0,1973,
2.774,0.986991,0,1973,
2.77523,0.986991,0,1758,
2.77604,0.987991,0,1758,
2.77685,0.987991,0,5612,
2.77757,0.987991,0,5612,
2.7783,0.988991,0,-2489,
2.77904,0.988991,0,-2489,
2.78,0.989991,0,1247,
2.781,0.989991,0,1247,
2.782,0.990991,0,1162,
2.783,0.990991,0,1162,
2.784,0.991991,0,1045,
2.785,0.991991,0,1045,
2.786,0.992991,0,4988,
2.787,0.992991,0,4988,
2.788,0.993991,0,-3086,
2.789,0.993991,0,-3086,
2.79,0.994991,0,709,
2.791,0.994991,0,709,
2.792,0.995991,0,678,
2.793,0.995991,0,678,
2.794,0.996991,0,610,
2.795,0.996991,0,610,
2.796,0.997991,0,4612,
2.797,0.997991,0,4612,
2.798,0.998991,0,-3440,
2.799,0.998991,0,-3440,
2.8,0.999991,0,-3070,
2.801,0.999991,0,-3070,
2.802,1.00099,0,721,
2.803,1.00099,0,721,
2.804,1.00099,0,648,
2.805,1.00099,0,648,
2.806,1.00099,0,583,
2.80708,1.00099,0,583,
2.808,1.00099,0,524,
2.809,1.00099,0,524,
2.81,1.00099,0,-3013,
2.811,1.00099,0,-3013,
2.812,1.00099,0,4874,
2.813,1.00099,0,4874,
2.814,1.00099,0,302,
2.815,1.00099,0,302,
2.816,1.00099,0,254,
2.817,1.00099,0,254,
2.818,1.00099,0,205,
2.819,1.00099,0,205,
2.82,1.00099,0,207,
2.821,1.00099,0,207,
2.822,1.00099,0,203,
2.823,1.00099,0,203,
2.824,1.00099,0,182,
2.825,1.00099,0,182,
2.826,1.00099,0,163,
2.827,1.00099,0,163,
2.828,1.00099,0,129,
2.829,1.00099,0,129,
2.83,1.00099,0,4197,
2.831,1.00099,0,4197,
2.832,1.00099,0,-286,
2.833,1.00099,0,-286,
2.834,1.00099,0,-3714,
2.835,1.00099,0,-3714,
2.836,1.00099,0,138,
2.837,1.00099,0,138,
2.838,1.00099,0,83,
2.839,1.00099,0,83,
2.84,1.00099,0,92,
2.84154,1.00099,0,92,
2.84246,1.00099,0,4182,
2.84319,1.00099,0,4182,
2.844,1.00099,0,3763,
2.845,1.00099,0,3763,
2.846,1.00099,0,3371,
2.847,1.00099,0,3371,
2.848,1.00099,0,3013,
2.849,1.00099,0,3013,
2.85,1.00099,0,-1351,
2.851,1.00099,0,-1351,
2.852,1.00099,0,-1152,
2.853,1.00099,0,-1152,
2.854,1.00099,0,-1036,
2.855,1.00099,0,-1036,
2.856,1.00099,0,3123,
2.857,1.00099,0,3123,
2.858,1.00099,0,2790,
2.85902,1.00099,0,2790,
2.86154,1.00099,0,5989,
2.86295,1.00099,0,1947,
2.86457,1.00099,0,1947,
2.86583,1.00099,0,5226,
2.86721,1.00099,0,5226,
2.86882,1.00099,0,5226,
2.86963,1.00099,0,1213,
2.8705,1.00099,0,1213,
2.87138,1.00099,0,8597,
2.87225,1.00099,0,8597,
2.87292,1.00099,0,3708,
2.87362,1.00099,0,3708,
2.8743,1.00099,0,3368,
2.87497,1.00099,0,3368,
2.87566,1.00099,0,7082,
2.87637,1.00099,0,7082,
2.87706,1.00099,0,2322,
2.87774,1.00099,0,2322,
2.87841,1.00099,0,2071,
2.87909,1.00099,0,2071,
2.88,1.00099,0,9405,
2.88152,1.00099,0,9405,
2.88248,1.00099,0,8474,
2.88325,1.00099,0,8474,
2.88405,1.00099,0,4167,
2.885,1.00099,0,4167,
2.886,1.00099,0,3738,
2.887,1.00099,0,3738,
2.888,1.00099,0,6802,
2.889,1.00099,0,6802,
2.89,1.00099,0,2683,
2.891,1.00099,0,2683,
2.892,1.00099,0,5894,
2.893,1.00099,0,5894,
2.894,1.00099,0,5317,
2.895,1.00099,0,5317,
2.896,1.00099,0,8819,
2.897,1.00099,0,8819,
2.898,1.00099,0,3890,
2.899,1.00099,0,3890,
2.9,1.00099,0,7557,
2.901,1.00099,0,7557,
2.902,1.00099,0,6818,
2.903,1.00099,0,6818,
2.904,1.00099,0,6143,
2.905,1.00099,0,6143,
2.906,1.00099,0,5503,
2.907,1.00099,0,5503,
2.908,1.00099,0,12462,
2.909,1.00099,0,12462,
2.9101,1.00099,0,11224,
2.911,1.00099,0,11224,
2.912,1.00099,0,6062,
2.913,1.00099,0,6062,
2.914,1.00099,0,9503,
2.915,1.00099,0,9503,
2.916,1.00099,0,4511,
2.917,1.00099,0,4511,
2.918,1.00099,0,8093,
2.91928,1.00099,0,8093,
2.92043,1.00099,0,7287,
2.92114,1.00099,0,7287,
2.922,1.00099,0,10022,
2.923,1.00099,0,10022,
2.924,1.00099,0,9022,
2.925,1.00099,0,9022,
2.926,1.00099,0,4661,
2.927,1.00099,0,4661,
2.928,1.00099,0,11106,
2.929,1.00099,0,11106,
2.93,1.00099,0,3088,
2.931,1.00099,0,3088,
2.932,1.00099,0,6237,
2.933,1.00099,0,6237,
2.934,1.00099,0,12512,
2.935,1.00099,0,12512,
2.936,1.00099,0,7811,
2.937,1.00099,0,7811,
