Setpoint_X,Setpoint_Y,INE,ISW,ISE,INW,ONE,ONW,OSE,OSW,CIR
798,1514,6493,5994,6559,6639,779,745,717,720,0
900,1514,6523,6007,6531,6630,778,746,717,720,0
900,1412,6518,6102,6452,6599,778,745,717,720,0
900,1309,6523,6096,6424,6568,777,746,717,720,0
798,1309,6499,6094,6428,6560,778,746,718,720,0
798,1207,6543,6117,6511,6494,778,746,717,720,0
900,1207,6463,6085,6492,6593,778,745,717,720,0
900,1105,6437,6088,6491,6664,779,745,717,720,0
900,1002,6492,6007,6553,6661,779,745,717,720,0
798,1002,6532,5971,6594,6619,779,746,717,720,0
798,1105,6496,6003,6564,6685,779,746,717,720,0
695,1105,6504,5967,6546,6648,779,745,717,720,0
695,1002,6435,6022,6503,6661,779,745,717,720,0
593,1002,6443,6047,6531,6600,779,746,717,720,0
593,1105,6410,6027,6570,6577,778,746,717,720,0
593,1207,6399,6101,6551,6512,778,745,717,720,0
695,1207,6450,6063,6607,6474,779,746,717,720,0
695,1309,6406,6002,6649,6606,779,745,717,720,0
593,1309,6398,5951,6677,6649,779,745,717,720,0
491,1309,6402,5915,6691,6673,779,745,717,720,0
388,1309,6439,5900,6689,6649,778,746,717,720,0
388,1207,6403,5940,6685,6628,779,746,717,720,0
491,1207,6434,5950,6686,6636,778,746,717,720,0
491,1105,6498,5918,6738,6561,778,746,717,720,0
491,1002,6457,5945,6731,6564,778,746,717,720,0
388,1002,6492,5911,6740,6611,778,746,717,720,0
388,1105,6454,5914,6733,6636,778,746,717,720,0
286,1105,6485,5913,6710,6638,778,746,717,720,0
286,1002,6490,5925,6695,6648,778,745,717,720,0
184,1002,6497,5866,6738,6689,778,746,717,721,0
184,1105,6476,5789,6790,6746,779,746,717,720,0
184,1207,6472,5779,6793,6784,778,745,717,720,0
286,1207,6494,5791,6812,6770,779,746,717,720,0
286,1309,6449,5762,6833,6734,779,745,717,720,0
184,1309,6451,5765,6857,6736,779,746,717,720,0
184,1412,6475,5824,6828,6701,779,745,717,720,0
184,1514,6445,5810,6794,6773,778,745,717,720,0
286,1514,6479,5784,6816,6759,778,745,717,720,0
286,1412,6454,5804,6783,6742,778,745,717,720,0
388,1412,6484,5840,6773,6661,778,745,717,720,0
491,1412,6483,5878,6731,6669,778,746,717,720,0
491,1514,6476,5907,6704,6712,778,745,717,720,0
388,1514,6467,5913,6697,6643,778,746,717,720,0
388,1616,6446,5909,6722,6680,778,746,717,720,0
491,1616,6463,5912,6732,6616,778,746,717,720,0
491,1719,6443,5907,6733,6619,778,745,717,720,0
388,1719,6441,5897,6778,6636,778,746,717,720,0
286,1719,6382,5866,6806,6684,778,746,717,720,0
286,1616,6387,5854,6837,6667,778,746,717,720,0
184,1616,6390,5829,6852,6688,778,746,717,721,0
184,1719,6359,5824,6867,6665,778,746,717,720,0
184,1821,6338,5845,6851,6680,778,745,717,720,0
286,1821,6295,5942,6808,6588,778,746,717,720,0
286,1924,6389,5839,6885,6648,779,746,717,720,0
184,1924,6395,5884,6832,6656,778,745,717,720,0
184,2026,6360,5843,6822,6699,778,745,717,720,0
184,2128,6399,5797,6835,6745,778,746,717,720,0
286,2128,6421,5804,6803,6751,778,746,717,720,0
286,2026,6428,5805,6774,6748,778,746,717,720,0
388,2026,6491,5779,6809,6747,777,745,716,720,0
388,2128,6437,5814,6768,6755,778,745,717,720,0
491,2128,6448,5835,6748,6706,778,745,717,720,0
491,2026,6444,5911,6687,6669,778,746,717,721,0
491,1924,6483,5906,6705,6708,778,746,717,720,0
388,1924,6485,5885,6691,6681,777,745,717,720,0
388,1821,6493,5910,6688,6691,778,746,717,720,0
491,1821,6491,5868,6701,6688,778,745,717,720,0
593,1821,6516,5873,6745,6684,778,745,717,720,0
593,1924,6449,5884,6738,6676,778,746,717,720,0
695,1924,6435,5969,6718,6618,779,746,717,720,0
695,1821,6416,5932,6718,6651,779,745,717,720,0
798,1821,6438,5945,6727,6619,779,745,717,720,0
900,1821,6452,6016,6652,6571,780,745,717,720,0
900,1924,6450,6029,6608,6559,779,746,717,720,0
798,1924,6443,6023,6582,6566,778,745,717,720,0
798,2026,6474,6060,6554,6559,778,746,718,721,0
900,2026,6459,6052,6535,6590,778,746,717,721,0
900,2128,6413,6074,6534,6554,778,746,717,721,0
798,2128,6396,6054,6557,6575,778,746,717,720,0
695,2128,6433,6054,6624,6531,779,745,717,720,0
695,2026,6405,6010,6671,6595,779,745,717,720,0
593,2026,6387,5982,6702,6643,779,745,717,720,0
593,2128,6311,6015,6664,6655,779,746,717,720,0
593,2231,6409,5945,6727,6646,778,746,717,720,0
593,2333,6411,5934,6717,6671,778,746,717,720,0
695,2333,6416,5903,6701,6673,778,745,717,720,0
695,2231,6406,5928,6668,6690,779,745,717,720,0
798,2231,6476,5953,6638,6626,779,745,717,720,0
900,2231,6466,6011,6553,6630,780,746,718,721,0
900,2333,6560,6010,6614,6540,779,746,717,720,0
798,2333,6457,6064,6506,6597,778,746,717,720,0
798,2435,6459,6073,6490,6617,778,745,717,720,0
900,2435,6462,6027,6523,6639,778,746,717,720,0
900,2538,6547,5969,6605,6591,779,746,717,720,0
798,2538,6487,5995,6567,6563,779,745,717,720,0
695,2538,6432,5993,6604,6671,779,745,717,720,0
695,2435,6415,5940,6671,6708,779,746,717,720,0
593,2435,6409,5943,6711,6629,779,746,717,720,0
593,2538,6353,5969,6695,6659,779,746,717,720,0
491,2538,6410,5964,6758,6539,778,745,717,720,0
388,2538,6356,5958,6737,6597,779,746,717,720,0
388,2435,6359,5959,6749,6601,779,745,716,720,0
491,2435,6398,5916,6787,6641,778,745,717,720,0
491,2333,6398,5922,6782,6603,778,746,717,720,0
491,2231,6417,5905,6797,6600,778,746,717,721,0
388,2231,6445,5877,6777,6649,778,745,717,720,0
388,2333,6469,5906,6745,6624,778,746,717,720,0
286,2333,6442,5915,6731,6671,778,746,717,720,0
286,2231,6439,5930,6742,6630,778,746,717,720,0
184,2231,6433,5898,6761,6690,778,746,717,720,0
184,2333,6438,5843,6804,6715,778,746,717,720,0
184,2435,6445,5833,6822,6731,778,745,717,720,0
286,2435,6440,5827,6862,6702,778,745,717,720,0
286,2538,6456,5802,6888,6670,779,745,717,720,0
184,2538,6469,5787,6876,6668,779,746,717,720,0
184,2640,6449,5835,6822,6705,779,745,717,720,0
184,2742,6405,5844,6801,6733,778,745,717,720,0
286,2742,6452,5845,6826,6705,778,745,717,720,0
286,2640,6426,5877,6788,6687,778,745,717,720,0
388,2640,6437,5847,6806,6688,778,746,717,720,0
491,2640,6420,5863,6783,6697,778,746,717,720,0
491,2742,6448,5872,6781,6621,778,746,717,720,0
388,2742,6407,5925,6737,6600,778,746,717,720,0
388,2845,6428,5980,6722,6552,778,746,717,720,0
491,2845,6402,5958,6733,6571,778,745,717,720,0
491,2947,6458,5902,6795,6561,778,745,717,720,0
388,2947,6400,5917,6792,6628,778,745,717,720,0
286,2947,6397,5871,6816,6691,778,745,717,720,0
286,2845,6387,5836,6857,6666,778,746,717,720,0
184,2845,6418,5816,6889,6641,778,745,717,720,0
184,2947,6357,5830,6899,6653,777,745,717,720,0
184,3049,6402,5838,6922,6608,778,746,717,720,0
286,3049,6389,5823,6924,6647,778,746,717,720,0
286,3152,6422,5825,6931,6646,778,747,717,720,0
184,3152,6382,5926,6863,6524,778,745,717,720,0
184,3254,6326,5900,6811,6683,778,745,717,720,0
184,3357,6409,5856,6838,6699,778,746,717,720,0
286,3357,6454,5820,6842,6711,778,745,717,720,0
286,3254,6433,5851,6808,6676,778,746,717,720,0
388,3254,6406,5850,6803,6684,778,745,717,720,0
388,3357,6434,5837,6813,6677,778,745,716,719,0
491,3357,6446,5848,6799,6688,778,745,717,719,0
491,3254,6445,5889,6765,6650,778,745,717,720,0
491,3152,6447,5905,6752,6622,778,746,717,720,0
388,3152,6468,5912,6738,6607,778,746,717,720,0
388,3049,6449,5937,6722,6603,778,746,717,720,0
491,3049,6461,5956,6737,6530,778,746,717,720,0
593,3049,6398,5939,6714,6634,778,746,717,720,0
695,3049,6422,5918,6764,6635,778,746,717,720,0
695,3152,6363,6027,6684,6509,779,745,717,720,0
593,3152,6348,5996,6677,6635,779,746,717,720,0
593,3254,6413,5960,6710,6623,779,745,717,720,0
593,3357,6397,5989,6693,6577,779,746,718,720,0
695,3357,6416,5994,6685,6577,779,745,717,720,0
695,3254,6418,5970,6694,6595,779,745,717,720,0
798,3254,6393,5971,6698,6597,779,746,717,720,0
