Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
153750901,s,0.0,0.0,0.0,0.0
153750901,G1,786,1693,1024,2114,834,1201,771,1076
153750917,G2,1313,2245,934,760,893,586,1300,1973
153750917,G3,712,2157,1994,1990,866,1172,1675,1105
153750927,G4,921,1625,930,786,1033,575,770,1094
153750980,G1,745,1839,511,1370,834,1141,771,1080
153750980,G2,1474,2049,1029,753,889,589,1217,2316
153750980,G3,715,2572,2233,1573,860,1090,1853,1109
153750992,G4,889,1645,930,785,879,574,770,1091
2025-02-22 15:37:50,W,0.0,0.0,0.0,0.0
153751128,s,0.0,0.0,0.0,0.0
153751128,G1,850,1445,1032,1645,837,1246,771,1086
153751128,G2,1482,1930,1024,761,906,588,1276,1860
153751128,G3,722,2410,1785,1602,857,1067,2400,1104
153751143,G4,889,1766,930,790,511,574,770,1095
153751196,G1,829,1842,937,1961,836,1407,771,1080
153751196,G2,1294,1839,1042,757,905,589,1250,1899
153751196,G3,749,2220,1619,1778,857,1186,2022,1105
153751208,G4,890,2156,932,794,511,575,770,1087
2025-02-22 15:37:51,W,0.0,0.0,0.0,0.0
153751345,s,0.0,0.0,0.0,0.0
153751345,G1,927,1334,1028,1901,837,1315,771,1083
153751360,G2,1489,2385,1059,761,905,589,1279,2290
153751360,G3,697,3010,2316,1455,866,1145,1920,1115
153751371,G4,949,1655,930,785,511,573,770,1094
153751412,G1,962,1353,878,1953,837,1679,772,1087
153751429,G2,1503,1746,1065,756,897,589,1279,2231
153751429,G3,724,2355,2792,1900,857,1086,2148,1115
153751436,G4,903,1809,931,785,573,575,770,1089
2025-02-22 15:37:51,W,0.0,0.0,0.0,0.0
153751577,s,0.0,0.0,0.0,0.0
153751577,G1,825,1666,993,2082,840,1351,771,1082
153751577,G2,2099,1984,1143,760,876,585,1188,1979
153751592,G3,722,2285,1527,1886,865,1111,1931,1115
153751598,G4,817,1906,930,793,1028,574,770,1099
153751646,G1,836,2049,1027,2065,841,1357,771,1081
153751646,G2,1464,2232,1106,758,888,587,1151,1853
153751661,G3,710,2089,1854,1907,873,1240,1554,1121
153751665,G4,921,1557,931,793,511,574,770,1097
2025-02-22 15:37:51,W,0.0,0.0,0.0,0.0
153751795,s,0.0,0.0,0.0,0.0
153751795,G1,922,1577,1025,1494,845,1377,771,1085
153751795,G2,1513,1834,1151,757,930,592,1137,2113
153751812,G3,722,2566,1949,1434,865,1300,1704,1109
153751815,G4,971,1632,940,779,511,574,754,1087
153751863,G1,863,1697,1024,1922,837,1343,771,1080
153751863,G2,2067,1781,1079,758,892,591,1211,2091
153751863,G3,728,2381,1737,1839,866,1122,1533,1126
153751881,G4,976,1849,934,786,982,574,770,1095
2025-02-22 15:37:51,W,0.0,0.0,0.0,0.0
153752027,s,0.0,0.0,0.0,0.0
153752027,G1,909,1767,1027,1860,845,1381,772,1080
153752027,G2,1721,2418,1114,761,905,586,1189,2141
153752027,G3,699,2161,2379,1825,867,1178,1883,1134
153752045,G4,978,1693,935,789,952,575,770,1098
153752096,G1,917,1689,1024,1586,845,1272,771,1082
153752096,G2,1702,2075,1123,761,903,587,1098,2133
153752096,G3,697,2145,2135,1609,870,1383,2031,1124
153752110,G4,908,1762,937,781,956,575,770,1087
2025-02-22 15:37:52,W,0.0,0.0,0.0,0.0
153752261,s,0.0,0.0,0.0,0.0
153752261,G1,821,1703,572,1866,846,1378,772,1086
153752261,G2,1529,2388,1221,761,907,584,1151,2327
153752261,G3,712,1633,1688,1885,861,1597,1659,1112
153752274,G4,873,1556,933,800,965,575,770,1092
153752328,G1,962,1513,1074,1821,850,1683,772,1087
153752329,G2,1388,1991,1042,761,929,586,1141,2179
153752329,G3,722,1985,1994,1795,861,1338,1936,1123
153752339,G4,937,2297,936,797,978,575,770,1107
2025-02-22 15:37:52,W,0.0,0.0,0.0,0.0
153752477,s,0.0,0.0,0.0,0.0
153752477,G1,511,1519,1124,1898,842,1571,771,1087
153752477,G2,1562,2376,1131,760,881,586,1162,2123
153752477,G3,710,2005,1759,1579,863,1400,1455,1123
153752491,G4,921,1993,934,792,956,575,770,1094
153752546,G1,953,1716,817,1537,834,1164,771,1081
153752546,G2,2330,2770,1163,757,880,584,1170,1943
153752546,G3,744,1666,2049,1353,858,1313,1842,1129
153752556,G4,967,1959,937,789,970,575,770,1090
2025-02-22 15:37:52,W,0.0,0.0,0.0,0.0
153752693,s,0.0,0.0,0.0,0.0
153752693,G1,1037,1613,1049,1574,842,1392,771,1084
153752693,G2,1577,2100,1122,761,897,586,1125,1755
153752693,G3,729,1564,2121,1995,870,1444,1465,1129
153752706,G4,1119,1830,940,778,949,574,770,1087
153752762,G1,864,1938,1030,1975,837,1248,771,1086
153752763,G2,2295,2842,1150,760,898,586,1075,1963
153752763,G3,690,2220,1595,1209,864,1780,2313,1116
153752772,G4,953,2049,938,793,963,575,770,1094
2025-02-22 15:37:52,W,0.0,0.0,0.0,0.0
153752925,s,0.0,0.0,0.0,0.0
153752925,G1,887,1685,1074,2394,842,1515,772,1093
153752925,G2,1267,2470,1202,760,893,585,1107,2081
153752925,G3,714,1886,2335,1742,873,1412,1512,1131
153752936,G4,983,1847,939,796,945,574,770,1091
153752980,G1,976,2141,1151,2196,840,1462,772,1087
153752980,G2,1302,1781,1097,761,902,588,1238,1755
153752996,G3,728,1699,2233,1897,866,1242,1510,1151
153753002,G4,969,1689,950,792,957,575,770,1096
