Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
160651305,s,0.0,0.0,0.0,0.0
160651305,G1,1444,1499,2103,1911,1398,797,966,2111
160651305,G2,1702,1165,1331,1169,3906,720,1643,2457
160651321,G3,1682,1129,1383,2701,1845,676,2237,2607
160651325,G4,1874,1225,2735,1991,2744,754,1326,1432
160651370,G1,1692,1498,1832,1990,1217,812,978,2090
160651370,G2,1754,1257,1375,1117,3720,742,2197,2124
160651386,G3,2625,1128,1418,2377,2560,689,1608,2137
160651392,G4,1832,1224,1990,1986,1599,728,1480,1526
2025-02-22 16:06:51,W,0.0,0.0,0.0,0.0
160651519,s,0.0,0.0,0.0,0.0
160651519,G1,2078,1538,2134,1811,1333,781,980,1765
160651534,G2,1701,1302,1354,1122,3074,693,2088,2120
160651534,G3,1703,1180,1543,2233,1911,683,1808,2560
160651543,G4,1771,1171,2673,1763,2507,736,1392,1441
160651586,G1,1474,1473,2137,1986,1409,756,993,2339
160651602,G2,1610,1326,1320,1124,3824,685,1978,2506
160651603,G3,2560,1151,1473,2514,2050,671,1709,2483
160651610,G4,1893,1233,2709,1753,2389,771,1422,1536
2025-02-22 16:06:51,W,0.0,0.0,0.0,0.0
160651751,s,0.0,0.0,0.0,0.0
160651751,G1,1667,1356,1921,2010,1405,721,963,2676
160651751,G2,2113,1271,1341,1115,4095,672,1677,2793
160651769,G3,1761,1146,1509,1960,2332,697,1961,2947
160651772,G4,2209,1249,2248,1844,1910,747,1469,1479
160651819,G1,1875,1311,1996,1913,1151,794,1035,2658
160651819,G2,1662,1240,1330,1173,3917,677,2253,2211
160651836,G3,1663,1162,1508,2157,2094,698,1883,2662
160651840,G4,1883,1256,2074,1796,2034,759,1367,1594
2025-02-22 16:06:51,W,0.0,0.0,0.0,0.0
160651968,s,0.0,0.0,0.0,0.0
160651968,G1,1628,1433,2410,1886,1204,822,1016,2223
160651984,G2,1674,1202,1170,1279,2326,703,2389,2780
160651984,G3,1972,1086,1756,1870,2314,705,1719,2322
160651991,G4,1894,1297,2475,1660,2788,697,1503,1744
160652036,G1,1909,1417,2681,1799,1177,859,1024,2814
160652036,G2,1385,1251,1249,1163,2409,698,3019,2100
160652054,G3,2061,1117,1378,2616,1825,695,1633,3165
160652058,G4,2257,1274,2537,1768,2722,740,1611,1418
2025-02-22 16:06:52,W,0.0,0.0,0.0,0.0
160652231,s,0.0,0.0,0.0,0.0
160652231,G1,1817,1426,1977,1770,1133,827,1053,3039
160652231,G2,1593,1266,1112,1309,3820,679,2481,2797
160652231,G3,2050,1112,1633,1676,1977,680,1898,2518
160652245,G4,2414,1419,2414,2320,2403,745,1885,1752
160652287,G1,1555,1449,2202,2115,1288,818,994,2267
160652303,G2,2269,1162,1177,1287,2541,723,2133,2292
160652303,G3,1797,1195,1245,2871,1971,660,1410,2478
160652312,G4,1719,1215,2246,1904,1909,757,1544,1579
2025-02-22 16:06:52,W,0.0,0.0,0.0,0.0
160652450,s,0.0,0.0,0.0,0.0
160652450,G1,1451,1261,2981,1485,1053,831,1027,1936
160652466,G2,1650,1160,1165,1270,2257,707,2352,2248
160652466,G3,2073,1129,1433,2152,2178,655,1934,2947
160652475,G4,1709,1349,2616,2387,1843,731,1716,1822
160652520,G1,1674,1541,2217,1931,1253,822,1052,2952
160652520,G2,2441,1203,1213,1348,2090,711,1423,2231
160652538,G3,2474,1082,1271,2591,2243,692,1546,2315
160652541,G4,1826,1302,2567,2005,2054,759,1694,1669
2025-02-22 16:06:52,W,0.0,0.0,0.0,0.0
160652684,s,0.0,0.0,0.0,0.0
160652684,G1,1294,1357,2092,1625,1047,818,1048,2814
160652684,G2,1980,1186,1133,1338,3145,670,2088,1914
160652701,G3,2501,1108,1410,1847,1565,668,1413,3234
160652705,G4,2106,1324,1832,1993,2260,844,1776,1543
160652753,G1,1873,1542,2423,1479,1025,831,1064,2161
160652753,G2,1882,1222,1224,1173,2023,699,1863,2408
160652768,G3,2821,1086,1241,2719,2356,670,2508,1959
160652772,G4,1849,1410,2092,2150,1992,786,1582,1797
2025-02-22 16:06:52,W,0.0,0.0,0.0,0.0
160652901,s,0.0,0.0,0.0,0.0
160652901,G1,1836,1308,1885,1827,1195,796,1115,2320
160652901,G2,1924,1182,1178,1268,2680,680,1806,2269
160652919,G3,1647,1083,1409,2477,2379,669,1377,2747
160652923,G4,2241,1693,2198,2204,1549,708,1695,1960
160652970,G1,1769,1431,2274,1635,1091,807,1024,2797
160652970,G2,1878,1178,1106,1586,1961,688,1494,2607
160652986,G3,2247,1053,1265,2726,1697,657,2131,2560
160652990,G4,1925,1459,2600,2024,1882,755,1786,1711
2025-02-22 16:06:52,W,0.0,0.0,0.0,0.0
160653133,s,0.0,0.0,0.0,0.0
160653133,G1,1930,1386,2023,1617,1129,804,1064,1912
160653133,G2,1994,1182,1165,1245,2866,667,1672,1957
160653149,G3,2506,1070,1483,2086,2093,660,1820,2568
160653153,G4,1949,1712,2760,2377,2048,783,1739,1620
160653203,G1,1398,1365,2393,1649,1062,874,1083,2015
160653203,G2,2230,1163,1106,1673,2231,688,2434,2765
160653203,G3,2471,1077,1374,2397,1610,674,1829,2283
160653220,G4,1809,1513,2277,2138,1913,831,1806,1816
2025-02-22 16:06:53,W,0.0,0.0,0.0,0.0
160653368,s,0.0,0.0,0.0,0.0
160653368,G1,1545,1321,2600,1536,1024,767,1045,1955
160653368,G2,2004,1188,1129,1517,2073,680,2052,2080
160653368,G3,2605,1042,1221,2590,1510,664,1827,3703
160653383,G4,1591,1754,2562,1989,1831,772,2091,1950
160653436,G1,1510,1489,2082,1675,639,756,1002,2024
160653436,G2,1937,1116,1141,1572,2090,671,1575,2840
160653436,G3,2633,1139,1450,2250,2147,653,1695,1921
160653450,G4,1798,1591,2309,2092,1873,761,1921,1983
2025-02-22 16:06:53,W,0.0,0.0,0.0,0.0
160653585,s,0.0,0.0,0.0,0.0
160653585,G1,1544,1548,1842,1833,1042,781,1079,2457
160653585,G2,2004,1129,1130,1478,2727,672,2168,2924
160653585,G3,2318,1064,1249,2444,1572,649,1672,2930
160653601,G4,1705,1547,2321,1691,1560,863,1662,1649
160653653,G1,1660,1499,2028,1498,1049,754,1100,2003
160653653,G2,1801,1191,1109,1546,2522,668,1982,2707
160653653,G3,2217,1059,1169,3021,2022,639,1723,3404
160653668,G4,1591,1628,2500,1942,1702,804,1990,1984
2025-02-22 16:06:53,W,0.0,0.0,0.0,0.0
160653819,s,0.0,0.0,0.0,0.0
160653819,G1,1439,1815,2185,1501,758,802,1146,2575
160653821,G2,2086,1150,1161,1465,2690,704,1567,3367
160653821,G3,2002,1067,1332,2527,1460,639,2091,3775
160653830,G4,1465,1506,2002,1817,1517,814,1693,1881
160653886,G1,1097,1501,1973,1717,1042,815,1067,2588
160653886,G2,1754,1099,1102,1465,2423,664,2187,2842
160653886,G3,1861,1074,1368,1947,1916,652,1839,4050
160653897,G4,1648,1696,2599,2186,1647,747,1954,1977
2025-02-22 16:06:53,W,0.0,0.0,0.0,0.0
160654034,s,0.0,0.0,0.0,0.0
160654034,G1,1591,1462,1971,1690,1030,763,1025,1922
160654034,G2,1377,1106,1145,1817,2711,691,1967,3345
160654034,G3,1994,1128,1177,2669,2313,654,1580,2251
