Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
105033303,s,0.0,0.0,0.0,0.0
105033303,G1,1975,1244,2155,1643,1648,1732,771,1343
105033303,G2,1756,2314,1568,885,2816,651,928,2139
105033303,G3,988,1981,1179,2024,2068,2018,1225,2375
105033303,G4,1318,1410,1508,850,2517,653,769,1294
105033369,G1,2471,1148,1685,1669,1485,1833,771,1373
105033373,G2,1741,1867,1864,889,2178,659,915,3208
105033377,G3,939,1871,1308,1834,2120,2144,1196,2498
105033381,G4,2019,1308,1314,857,2048,658,752,1324
2025-02-24 10:50:33,W,0.0,0.0,0.0,0.0
105034855,s,0.0,0.0,0.0,0.0
105034855,G1,1599,1242,1917,1401,1607,2256,772,1297
105034855,G2,1420,1930,2131,906,1914,664,936,2295
105034870,G3,905,1465,1210,2077,1572,2278,1122,2259
105034870,G4,1777,1339,1370,862,1624,639,769,1322
105034924,G1,1990,1170,2282,1496,1405,1405,771,1296
105034924,G2,1641,2990,1822,905,1985,658,920,2560
105034940,G3,933,2155,1305,2063,1784,1698,1197,2446
105034941,G4,1932,1279,1350,857,2116,648,769,1332
2025-02-24 10:50:34,W,0.0,0.0,0.0,0.0
105036565,s,0.0,0.0,0.0,0.0
105036565,G1,1590,1224,2006,1296,1745,2179,772,1662
105036565,G2,2228,2271,2219,882,3173,653,912,3759
105036577,G3,900,1815,1300,2472,1641,1942,1169,2321
105036580,G4,1927,1264,1460,844,2369,664,769,1392
105036624,G1,2841,1118,1890,1539,1354,2405,772,1642
105036641,G2,1378,3380,2087,929,2588,639,937,4095
105036641,G3,938,1779,1279,1729,1772,1827,1263,2485
105036641,G4,2339,1130,1254,850,1849,662,753,1322
2025-02-24 10:50:36,W,0.0,0.0,0.0,0.0
105036773,s,0.0,0.0,0.0,0.0
105036773,G1,1824,1197,2116,1241,1233,2109,772,1412
105036773,G2,2172,2476,1644,904,1985,657,918,2573
105036773,G3,984,2587,1329,1717,1887,1664,1289,2606
105036786,G4,1845,1225,1409,849,2012,673,769,1295
105036842,G1,2014,1171,1639,1249,1893,1870,771,1640
