Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.17053604125977,427.65411376953125
1,315.70417404174805,427.6412582397461
2,316.240291595459,427.6212692260742
3,316.74072265625,427.6210403442383
4,317.2344970703125,427.61573791503906
5,317.66515731811523,427.6121520996094
6,318.20507049560547,427.61024475097656
7,318.6866569519043,427.6093292236328
8,319.2525100708008,427.60948181152344
9,319.6719551086426,427.60623931884766
10,320.15464782714844,427.60589599609375
11,320.66162109375,427.6056671142578
12,321.1522674560547,427.6055908203125
13,321.6578674316406,427.6057815551758
14,322.1602249145508,427.6060485839844
15,322.6533889770508,427.6061248779297
16,323.16650390625,427.6052474975586
17,323.65978240966797,427.6055908203125
18,324.16961669921875,427.60547637939453
19,324.6683120727539,427.60494232177734
20,325.16056060791016,427.60528564453125
21,325.67176818847656,427.60467529296875
22,326.1587905883789,427.6050567626953
23,326.65977478027344,427.60528564453125
24,327.1617889404297,427.6054382324219
25,327.65682220458984,427.6049041748047
26,328.16856384277344,427.6052474975586
27,328.65970611572266,427.6051712036133
28,329.169921875,427.6052474975586
29,329.6706771850586,427.60486602783203
30,330.16429901123047,427.60498046875
31,330.67455291748047,427.6056671142578
32,331.1576461791992,427.60486602783203
33,331.16180419921875,428.09837341308594
34,330.70465087890625,428.1023406982422
35,330.21278381347656,428.10245513916016
36,329.7007369995117,428.1031799316406
37,329.17240142822266,428.1031036376953
38,328.7004089355469,428.10314178466797
39,328.17249298095703,428.10264587402344
40,327.69153594970703,428.10253143310547
41,327.18528747558594,428.1026077270508
42,326.67430877685547,428.1029510498047
43,326.1043167114258,428.10264587402344
44,325.6222915649414,428.10359954833984
45,325.12439727783203,428.10367584228516
46,324.6624755859375,428.1032943725586
47,324.1458511352539,428.10298919677734
48,323.68526458740234,428.1033706665039
49,323.1399154663086,428.10302734375
50,322.6431655883789,428.1038284301758
51,322.12745666503906,428.1038284301758
52,321.6653060913086,428.104248046875
53,321.097412109375,428.10367584228516
54,320.62976837158203,428.10428619384766
55,320.14659881591797,428.1040573120117
56,319.6670913696289,428.1041717529297
57,319.1591262817383,428.1043243408203
58,318.6123466491699,428.10447692871094
59,318.1451606750488,428.10462951660156
60,317.62359619140625,428.1045913696289
61,317.1072196960449,428.1049346923828
62,316.63434982299805,428.10482025146484
63,316.1072540283203,428.1047821044922
64,315.6454658508301,428.1051254272461
65,315.14795303344727,428.1045913696289
66,315.1330757141113,428.6085510253906
67,315.6280326843262,428.60877990722656
68,316.1251449584961,428.6087417602539
69,316.64777755737305,428.60897064208984
