Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.1582336425781,432.3011779785156
1,315.68042755126953,432.3937225341797
2,316.16004943847656,432.3904800415039
3,316.6560363769531,432.38685607910156
4,317.16604232788086,432.3844528198242
5,317.65819549560547,432.38258361816406
6,318.1776809692383,432.38197326660156
7,318.66323471069336,432.38101959228516
8,319.16595458984375,432.37979888916016
9,319.67472076416016,432.3784637451172
10,320.1664733886719,432.37796783447266
11,320.68363189697266,432.3774719238281
12,321.16504669189453,432.3765182495117
13,321.65557861328125,432.37545013427734
14,322.17220306396484,432.37525939941406
15,322.6609420776367,432.37491607666016
16,323.1789779663086,432.3749542236328
17,323.6637878417969,432.37396240234375
18,324.1734313964844,432.37327575683594
19,324.6786880493164,432.3728561401367
20,325.16910552978516,432.3721694946289
21,325.684814453125,432.371826171875
22,326.16661071777344,432.37144470214844
23,326.6590118408203,432.3712158203125
24,327.17201232910156,432.37064361572266
25,327.6646041870117,432.36976623535156
26,328.17989349365234,432.3694610595703
27,328.6650848388672,432.3688507080078
28,329.1685485839844,432.3683166503906
29,329.67811584472656,432.3674774169922
30,330.16857147216797,432.3673629760742
31,330.6834411621094,432.3664855957031
32,331.1647033691406,432.36602783203125
33,331.16920471191406,432.89161682128906
34,330.6621551513672,432.83935546875
35,330.1875686645508,432.8399658203125
36,329.66548919677734,432.8401184082031
37,329.1858673095703,432.84034729003906
38,328.6780548095703,432.84034729003906
39,328.1644821166992,432.8407669067383
40,327.6936340332031,432.84088134765625
41,327.1856689453125,432.8412628173828
42,326.6448974609375,432.8418731689453
43,326.1832809448242,432.84202575683594
44,325.6719970703125,432.8423309326172
45,325.18566131591797,432.84324645996094
46,324.674072265625,432.84366607666016
47,324.15443420410156,432.8439712524414
48,323.66825103759766,432.84393310546875
49,323.15563201904297,432.84454345703125
50,322.6900100708008,432.84549713134766
51,322.17945098876953,432.84568786621094
52,321.6451644897461,432.8459930419922
53,321.1750030517578,432.84610748291016
54,320.6650161743164,432.84656524658203
55,320.18028259277344,432.84637451171875
56,319.6780014038086,432.8470993041992
57,319.1784477233887,432.8475570678711
58,318.67950439453125,432.8474807739258
59,318.16158294677734,432.84801483154297
60,317.6502990722656,432.8483581542969
61,317.18109130859375,432.84828186035156
62,316.6431999206543,432.8489685058594
