Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.16767501831055,432.17247009277344
1,315.65229415893555,432.27447509765625
2,316.14572525024414,432.2740173339844
3,316.66065216064453,432.2740936279297
4,317.15328216552734,432.27359771728516
5,317.6704978942871,432.2723388671875
6,318.16396713256836,432.2700881958008
7,318.65833282470703,432.23682403564453
8,319.1776466369629,432.2366714477539
9,319.6710777282715,432.2365951538086
10,320.1813507080078,432.23697662353516
11,320.6724548339844,432.2366714477539
12,321.16493225097656,432.2366714477539
13,321.6742706298828,432.23609924316406
14,322.1619415283203,432.236328125
15,322.67356872558594,432.2360610961914
16,323.16558837890625,432.2356414794922
17,323.65909576416016,432.2352600097656
18,324.1823959350586,432.23480224609375
19,324.6689224243164,432.2340393066406
20,325.1791763305664,432.23358154296875
21,325.67256927490234,432.23270416259766
22,326.1540222167969,432.2319793701172
23,326.67808532714844,432.23155975341797
24,327.1625518798828,432.23114013671875
25,327.66796112060547,432.2303771972656
26,328.1664276123047,432.22923278808594
27,328.6608123779297,432.2288131713867
28,329.1812515258789,432.2275924682617
29,329.66968536376953,432.22660064697266
30,330.17799377441406,432.22412109375
31,330.6753921508789,432.22240447998047
32,331.1660385131836,432.2199249267578
33,331.1861801147461,432.76317596435547
34,330.7334899902344,432.97142028808594
35,330.22823333740234,432.9544448852539
36,329.69024658203125,432.7108383178711
37,329.1854476928711,432.7104187011719
38,328.70800018310547,432.7107238769531
39,328.1853485107422,432.71068572998047
40,327.68016815185547,432.7106475830078
41,327.1873474121094,432.71068572998047
42,326.6939926147461,432.71080017089844
43,326.13807678222656,432.7112579345703
44,325.6559371948242,432.7109146118164
45,325.1515579223633,432.7113342285156
46,324.67090606689453,432.7110290527344
47,324.1584014892578,432.71095275878906
48,323.6685562133789,432.71141052246094
49,323.1730270385742,432.71121978759766
50,322.66571044921875,432.7116394042969
51,322.1855163574219,432.7113342285156
52,321.6741180419922,432.7116394042969
53,321.1376953125,432.7118682861328
54,320.6550979614258,432.7114486694336
55,320.1505661010742,432.7118682861328
56,319.6657943725586,432.71167755126953
57,319.1612243652344,432.71209716796875
58,318.6463165283203,432.7118682861328
59,318.1744384765625,432.71217346191406
60,317.6651191711426,432.7125549316406
61,317.1829414367676,432.7122497558594
62,316.6741752624512,432.71251678466797
63,316.20365142822266,432.71270751953125
64,315.6552505493164,432.71289825439453
65,315.1566696166992,432.71289825439453
66,315.15878677368164,433.21292877197266
67,315.63323974609375,433.1180191040039
68,316.14728927612305,433.1200408935547
69,316.64648056030273,433.12244415283203
70,317.1481704711914,433.12496185302734
71,317.66016006469727,433.1307601928711
72,318.1578826904297,433.1358337402344
73,318.6631393432617,433.17535400390625
74,319.17274475097656,433.2865524291992
75,319.6674346923828,433.3550262451172
76,320.1725387573242,433.3518981933594
77,320.66749572753906,433.34278106689453
78,321.1527633666992,433.32584381103516
79,321.67484283447266,433.3216857910156
80,322.1604537963867,433.11168670654297
81,322.67425537109375,433.1183624267578
82,323.16844940185547,433.1201171875
83,323.6629104614258,433.1214141845703
84,324.1802215576172,433.12469482421875
85,324.6689224243164,433.12862396240234
86,325.1796340942383,433.1340789794922
87,325.67237854003906,433.1704330444336
88,326.15650177001953,433.17325592041016
89,326.6768264770508,433.3641052246094
90,327.1617889404297,433.36219787597656
91,327.6728820800781,433.3589553833008
92,328.16761016845703,433.32897186279297
93,328.66065979003906,433.3236312866211
94,329.1804504394531,433.2942199707031
95,329.67132568359375,433.11798095703125
96,330.1786422729492,433.11885833740234
97,330.6734085083008,433.1211471557617
98,331.15478515625,433.12347412109375
99,331.15501403808594,433.6272430419922
100,330.70213317871094,433.73966217041016
101,330.15247344970703,433.7394714355469
102,329.6629333496094,433.7374496459961
103,329.15809631347656,433.73592376708984
104,328.67259979248047,433.73497009277344
105,328.17298889160156,433.7343978881836
106,327.66414642333984,433.7327194213867
107,327.1583557128906,433.7321472167969
108,326.68079376220703,433.7315368652344
109,326.19781494140625,433.7296676635742
110,325.6538391113281,433.72867584228516
111,325.15193939208984,433.72894287109375
