Serpentine Scan Parameters
X Total Distance (mm),16
Y Total Distance (mm),16
Step Size (mm),0.5
Start from Center,True

Step Number,X Position (mm),Y Position (mm)
0,315.1727485656738,426.2453079223633
1,315.6626510620117,426.2269973754883
2,316.17504119873047,426.2236785888672
3,316.66622161865234,426.2225341796875
4,317.15633392333984,426.22180938720703
5,317.6667785644531,426.2212371826172
6,318.15805435180664,426.22108459472656
7,318.6718940734863,426.21959686279297
8,319.16316986083984,426.2187194824219
9,319.6624946594238,426.2184524536133
10,320.1737594604492,426.21795654296875
11,320.66112518310547,426.21742248535156
12,321.17504119873047,426.2169647216797
13,321.6643524169922,426.2166976928711
14,322.1558380126953,426.2158203125
15,322.6661682128906,426.2161636352539
16,323.15704345703125,426.2150192260742
17,323.6726760864258,426.21437072753906
18,324.1599655151367,426.21482849121094
19,324.6607971191406,426.2140655517578
20,325.1736831665039,426.2144470214844
21,325.66524505615234,426.21376037597656
22,326.1748504638672,426.21334075927734
23,326.66431427001953,426.21334075927734
24,327.1565628051758,426.21315002441406
25,327.6682662963867,426.2131881713867
26,328.1580352783203,426.2129211425781
27,328.6741256713867,426.21265411376953
28,329.16168212890625,426.2126922607422
29,329.6610641479492,426.21253967285156
30,330.17505645751953,426.2122344970703
31,330.66612243652344,426.2118148803711
32,331.17523193359375,426.2118148803711
33,331.17618560791016,426.71451568603516
34,330.72498321533203,426.7145538330078
35,330.17024993896484,426.7128372192383
36,329.71866607666016,426.71215057373047
37,329.17327880859375,426.7115783691406
38,328.71570587158203,426.71085357666016
39,328.1951904296875,426.7108917236328
40,327.6420593261719,426.71131134033203
41,327.178955078125,426.7109680175781
42,326.6463088989258,426.7109680175781
43,326.15230560302734,426.7111587524414
44,325.67222595214844,426.7108917236328
45,325.15724182128906,426.7111587524414
46,324.6382141113281,426.7108917236328
47,324.12620544433594,426.7107391357422
48,323.6471176147461,426.7109680175781
49,323.12679290771484,426.71104431152344
50,322.6445007324219,426.7109680175781
51,322.1248245239258,426.7106628417969
52,321.6741180419922,426.71085357666016
53,321.1660385131836,426.7108154296875
54,320.63549041748047,426.7110061645508
55,320.1534652709961,426.7107391357422
56,319.6320152282715,426.7106246948242
57,319.17171478271484,426.71077728271484
58,318.65917205810547,426.71085357666016
59,318.1996536254883,426.71119689941406
60,317.6629638671875,426.7112731933594
61,317.11877822875977,426.7109680175781
62,316.6611671447754,426.7106628417969
63,316.1574172973633,426.71112060546875
64,315.6926918029785,426.7110061645508
65,315.18287658691406,426.7113494873047
66,315.15336990356445,427.2468948364258
67,315.6340980529785,427.24647521972656
68,316.1436653137207,427.2466278076172
69,316.63562774658203,427.24571228027344
70,317.1416664123535,427.2446823120117
71,317.6519966125488,427.24178314208984
72,318.1433868408203,427.2315979003906
73,318.66798400878906,427.22747802734375
74,319.1532897949219,427.22644805908203
75,319.65972900390625,427.2257614135742
76,320.1698684692383,427.2252655029297
77,320.65887451171875,427.22476959228516
78,321.1748504638672,427.2243118286133
79,321.6635513305664,427.2236633300781
80,322.15465545654297,427.2233581542969
81,322.66632080078125,427.22240447998047
82,323.1554412841797,427.2228240966797
83,323.67286682128906,427.22190856933594
84,324.1612243652344,427.2214126586914
85,324.6617889404297,427.22129821777344
86,325.17356872558594,427.2206115722656
87,325.66287994384766,427.2201919555664
88,326.1750030517578,427.2196578979492
89,326.6653060913086,427.2197723388672
90,327.1572494506836,427.2190475463867
91,327.6676559448242,427.21912384033203
92,328.16009521484375,427.21832275390625
93,328.67244720458984,427.2178649902344
94,329.1615295410156,427.2181701660156
95,329.6615982055664,427.2174835205078
96,330.1721954345703,427.21744537353516
97,330.6632614135742,427.2174072265625
98,331.1749267578125,427.21717834472656
99,331.17523193359375,427.7640151977539
100,330.7244110107422,427.68871307373047
101,330.1698303222656,427.72960662841797
102,329.71893310546875,427.7289581298828
103,329.1727828979492,427.72701263427734
104,328.7142562866211,427.7262878417969
105,328.18511962890625,427.7261734008789
106,327.6581573486328,427.725830078125
107,327.20149993896484,427.7254104614258
108,326.6339874267578,427.72483825683594
109,326.14749908447266,427.7248764038086
110,325.6671142578125,427.72430419921875
111,325.1736831665039,427.72483825683594
112,324.63314056396484,427.7241897583008
113,324.13272857666016,427.72377014160156
114,323.6786651611328,427.7234649658203
115,323.206787109375,427.72327423095703
116,322.66956329345703,427.7228546142578
117,322.13951110839844,427.7215576171875
118,321.6559600830078,427.72106170654297
119,321.15089416503906,427.7210235595703
120,320.6767272949219,427.72083282470703
121,320.17547607421875,427.71995544433594
122,319.6390724182129,427.7192687988281
123,319.1314888000488,427.71785736083984
124,318.6568260192871,427.71663665771484
125,318.20545196533203,427.6852035522461
126,317.6567268371582,427.68741607666016
127,317.2093200683594,427.68890380859375
128,316.663875579834,427.69359588623047
129,316.21604919433594,427.696533203125
130,315.6761169433594,427.69725799560547
