Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
114628540,s,0.0,0.0,0.0,0.0
114628540,G1,602,877,1384,1695,857,570,797,1043
114628540,G2,553,865,2230,806,764,582,803,1044
114628540,G3,589,865,3369,2276,809,852,823,1055
114628556,G4,599,952,945,1024,961,549,798,1038
114628605,G1,601,879,1221,1661,853,569,796,1043
114628605,G2,552,870,1909,816,763,583,803,1044
114628620,G3,584,866,2516,2312,812,883,825,1053
114628621,G4,596,951,939,978,939,549,797,1036
2025-02-27 11:46:28,W,0.0,0.0,0.0,0.0
114628753,s,0.0,0.0,0.0,0.0
114628753,G1,601,877,1537,1499,875,568,796,1044
114628753,G2,553,869,1942,843,764,580,801,1042
114628769,G3,586,870,2442,2282,809,899,822,1054
114628773,G4,599,953,938,1057,941,549,797,1036
114628822,G1,601,885,1234,1617,857,570,797,1045
114628822,G2,553,869,2117,823,764,583,806,1045
114628836,G3,586,871,2134,2504,810,890,825,1053
114628838,G4,599,947,950,1049,986,549,797,1035
2025-02-27 11:46:28,W,0.0,0.0,0.0,0.0
114628970,s,0.0,0.0,0.0,0.0
114628970,G1,603,890,1303,2076,868,570,797,1045
114628970,G2,553,868,2109,823,762,578,805,1043
114628987,G3,591,866,3328,2586,812,974,824,1056
114628990,G4,595,937,929,511,935,549,797,1036
114629038,G1,603,886,1196,1878,854,570,797,1046
114629038,G2,553,866,1825,811,764,578,804,1045
114629038,G3,593,873,2954,2531,811,817,826,1052
114629054,G4,597,946,934,1037,965,549,797,1036
2025-02-27 11:46:29,W,0.0,0.0,0.0,0.0
114629200,s,0.0,0.0,0.0,0.0
114629200,G1,601,885,1561,2312,885,569,797,1043
114629200,G2,553,865,1879,829,763,584,803,1045
114629200,G3,593,866,2951,2853,811,935,826,1052
114629216,G4,598,961,937,1192,946,549,797,1038
114629272,G1,603,886,1393,2229,862,570,797,1043
114629272,G2,553,869,1767,817,762,583,801,1044
114629272,G3,590,867,1873,2477,810,968,828,1056
114629272,G4,601,962,949,1131,925,549,798,1037
2025-02-27 11:46:29,W,0.0,0.0,0.0,0.0
114629434,s,0.0,0.0,0.0,0.0
114629434,G1,604,887,1431,1921,869,570,797,1046
114629434,G2,553,874,2337,821,763,581,809,1046
114629434,G3,594,871,3622,2604,813,872,824,1054
114629444,G4,599,981,943,1109,756,549,798,1036
114629488,G1,604,889,1506,1793,869,570,797,1046
114629505,G2,553,866,1869,842,763,581,802,1045
114629508,G3,593,876,2321,1997,816,1016,825,1057
114629510,G4,600,946,946,756,981,549,798,1037
2025-02-27 11:46:29,W,0.0,0.0,0.0,0.0
114629671,s,0.0,0.0,0.0,0.0
114629671,G1,601,882,1609,1959,868,570,797,1046
114629671,G2,553,873,2102,816,763,573,804,1046
114629671,G3,593,873,2833,2098,812,1011,830,1057
114629686,G4,597,931,937,1177,953,550,798,1037
114629739,G1,606,882,1398,2645,858,571,797,1045
114629739,G2,553,871,1974,850,762,582,806,1047
114629739,G3,594,876,2630,2285,814,859,827,1054
114629739,G4,599,969,940,1242,814,551,798,1037
2025-02-27 11:46:29,W,0.0,0.0,0.0,0.0
114629886,s,0.0,0.0,0.0,0.0
114629886,G1,603,886,1665,1598,861,571,797,1046
114629886,G2,553,873,2084,852,764,583,809,1046
114629886,G3,594,873,2612,1975,819,970,827,1059
114629900,G4,596,635,941,1337,1046,551,798,1036
114629955,G1,601,885,1389,2414,861,573,797,1045
114629955,G2,553,872,1832,823,763,584,804,1044
114629955,G3,598,867,2697,2895,816,1062,831,1059
114629955,G4,600,937,946,1291,1034,552,800,1038
2025-02-27 11:46:29,W,0.0,0.0,0.0,0.0
114630102,s,0.0,0.0,0.0,0.0
114630102,G1,604,884,1490,2354,867,571,798,1046
