Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
092938126,s,0.0,0.0,0.0,0.0
092938126,G1,651,1137,1896,3484,939,601,813,1070
092938167,G2,553,931,3948,2073,703,604,826,1066
092938167,G3,628,951,1181,2177,865,1631,869,1096
092938167,G4,649,2415,1240,2168,1674,575,825,1057
092938188,G1,649,1122,2178,2512,573,599,812,1070
092938205,G2,552,937,2152,1761,703,602,828,1067
092938207,G3,628,938,1226,2692,870,1507,874,1104
092938207,G4,638,2527,1270,2235,1998,574,822,1057
2025-02-27 09:29:38,W,0.0,0.0,0.0,0.0
092938363,s,0.0,0.0,0.0,0.0
092938363,G1,657,1183,1965,2659,985,599,814,1069
092938363,G2,553,954,3093,2446,687,601,828,1068
092938363,G3,632,949,1177,1955,872,1838,875,1101
092938363,G4,638,1797,1426,1488,2506,571,823,1056
092938430,G1,656,1209,2082,2795,975,598,816,1069
092938434,G2,553,945,2829,2258,670,608,828,1072
092938437,G3,627,957,1181,2243,873,1834,892,1109
092938441,G4,633,2631,1262,2162,2649,575,822,1058
2025-02-27 09:29:38,W,0.0,0.0,0.0,0.0
092938587,s,0.0,0.0,0.0,0.0
092938587,G1,649,1217,2185,1838,975,599,813,1069
092938587,G2,553,919,2817,1867,687,608,828,1072
092938598,G3,630,937,1209,1580,873,2089,878,1099
092938603,G4,634,2993,1548,2777,2592,574,824,1058
092938658,G1,668,1249,2198,2906,880,600,818,1074
092938662,G2,553,942,2487,1844,702,608,831,1070
092938665,G3,628,939,1162,2099,877,1722,897,1102
092938668,G4,637,2571,1475,2124,2571,575,824,1058
2025-02-27 09:29:38,W,0.0,0.0,0.0,0.0
092938831,s,0.0,0.0,0.0,0.0
092938831,G1,649,1170,2124,2614,979,601,818,1071
092938833,G2,553,940,1843,2200,719,612,835,1072
092938833,G3,632,989,1241,2234,885,1528,890,1099
092938842,G4,638,2538,1547,2026,2609,573,824,1058
092938884,G1,660,1151,2316,1810,1033,598,814,1069
092938901,G2,553,931,2114,2165,687,609,832,1069
092938901,G3,632,818,1217,1948,874,1476,894,1101
092938901,G4,639,2715,1538,2147,2195,574,822,1059
2025-02-27 09:29:38,W,0.0,0.0,0.0,0.0
092939058,s,0.0,0.0,0.0,0.0
092939058,G1,667,1377,2491,2382,896,603,817,1071
