Timestamp,Group,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8
101812514,s,0.0,0.0,0.0,0.0
101812514,G1,600,877,1585,2795,905,571,796,1048
101812530,G2,553,869,1956,829,763,590,800,1053
101812530,G3,594,866,1897,2359,827,1412,836,1060
101812535,G4,594,966,941,861,1075,554,798,1038
101812578,G1,603,876,1480,1644,880,574,797,1048
101812596,G2,553,870,2827,807,763,602,802,1054
101812599,G3,595,865,2473,1874,825,1465,828,1058
101812602,G4,594,930,938,861,1097,553,799,1039
2025-02-27 10:18:12,W,0.0,0.0,0.0,0.0
101814005,s,0.0,0.0,0.0,0.0
101814005,G1,601,881,1509,1795,898,575,797,1049
101814005,G2,553,877,1969,863,764,599,802,1055
101814019,G3,598,865,3341,1499,811,1827,839,1066
101814023,G4,595,937,949,874,1187,554,799,1041
101814079,G1,602,873,1634,2334,899,574,797,1050
101814079,G2,553,876,2218,844,764,602,802,1056
101814079,G3,597,866,2873,1322,829,1503,837,1061
101814079,G4,595,940,946,861,1069,554,798,1039
2025-02-27 10:18:14,W,0.0,0.0,0.0,0.0
101814242,s,0.0,0.0,0.0,0.0
101814242,G1,601,878,1703,2916,914,574,797,1052
101814258,G2,553,873,2451,886,765,617,802,1052
101814258,G3,594,865,2378,2560,829,2056,830,1061
101814263,G4,595,941,951,886,1121,554,798,1039
101814316,G1,601,874,2456,3167,906,571,797,1049
101814316,G2,553,873,3100,878,761,597,802,1053
101814316,G3,595,866,2745,2355,825,1524,827,1063
101814329,G4,597,939,950,897,1201,553,798,1040
2025-02-27 10:18:14,W,0.0,0.0,0.0,0.0
101814460,s,0.0,0.0,0.0,0.0
101814460,G1,602,884,2089,1550,906,575,797,1050
101814460,G2,552,881,2142,862,762,609,803,1055
101814477,G3,596,866,2211,1575,825,1536,831,1062
101814480,G4,601,938,948,990,1151,554,799,1040
101814528,G1,601,882,2073,2270,935,574,797,1050
101814528,G2,553,873,1825,873,748,603,801,1055
101814528,G3,595,876,2092,2762,830,2039,838,1066
101814545,G4,600,930,953,946,1185,554,798,1040
2025-02-27 10:18:14,W,0.0,0.0,0.0,0.0
101814696,s,0.0,0.0,0.0,0.0
101814696,G1,603,883,1561,1938,915,575,799,1053
101814696,G2,552,871,3081,829,763,600,804,1056
101814696,G3,596,873,2345,2436,829,1578,834,1063
101814707,G4,601,938,951,937,1223,554,798,1039
101814762,G1,601,881,1622,2085,941,573,797,1051
101814762,G2,553,873,1863,876,764,601,803,1058
101814762,G3,599,873,2534,2214,823,1862,840,1062
101814762,G4,600,940,954,921,1386,555,795,1041
2025-02-27 10:18:14,W,0.0,0.0,0.0,0.0
101814914,s,0.0,0.0,0.0,0.0
101814914,G1,603,886,2351,3019,903,575,798,1052
101814918,G2,553,877,1945,849,762,607,802,1056
101814921,G3,595,866,2757,2249,816,2771,840,1066
101814925,G4,600,914,931,695,1377,554,800,1040
101814978,G1,601,885,2697,2785,921,573,798,1052
101814978,G2,553,871,3484,900,764,594,803,1053
101814978,G3,600,874,2305,2167,836,2576,841,1066
101814978,G4,601,941,944,949,1246,554,799,1041
2025-02-27 10:18:14,W,0.0,0.0,0.0,0.0
101815142,s,0.0,0.0,0.0,0.0
101815142,G1,605,888,2304,1885,937,575,798,1051
101815158,G2,553,877,2231,823,764,600,805,1053
101815158,G3,599,869,2541,2034,820,2259,838,1066
101815163,G4,601,978,931,946,1148,555,799,1041
101815212,G1,603,894,2681,2792,954,575,798,1050
101815212,G2,553,874,3148,870,763,592,805,1054
101815227,G3,601,876,1963,2199,829,1553,840,1066
101815229,G4,599,962,940,983,1287,554,800,1042
2025-02-27 10:18:15,W,0.0,0.0,0.0,0.0
101815376,s,0.0,0.0,0.0,0.0
101815376,G1,603,889,2273,2019,957,576,798,1052
101815376,G2,553,874,2005,816,763,601,805,1057
101815376,G3,596,869,2221,1976,825,2152,834,1069
101815391,G4,601,929,973,1045,1458,554,798,1043
101815447,G1,604,893,2332,2053,908,575,799,1055
101815447,G2,552,875,2443,900,763,605,808,1054
101815447,G3,595,877,1925,2704,824,1382,837,1067
101815447,G4,601,978,969,511,1315,555,800,1043
2025-02-27 10:18:15,W,0.0,0.0,0.0,0.0
101815609,s,0.0,0.0,0.0,0.0
101815609,G1,606,879,1946,2360,925,575,798,1050
101815609,G2,553,874,2417,878,764,600,807,1056
101815609,G3,598,875,1734,2926,824,2254,833,1067
101815619,G4,600,970,961,927,1602,555,799,1044
101815662,G1,602,889,1978,1945,920,575,798,1054
101815680,G2,553,874,3533,921,764,597,807,1054
101815683,G3,597,873,1827,2354,829,1634,840,1067
101815685,G4,602,970,972,511,1386,555,800,1043
2025-02-27 10:18:15,W,0.0,0.0,0.0,0.0
101815826,s,0.0,0.0,0.0,0.0
101815826,G1,608,891,2617,2717,952,574,798,1054
101815826,G2,553,873,3201,923,764,593,806,1059
101815826,G3,600,876,1985,2616,827,2282,841,1066
101815835,G4,599,950,969,1045,1447,556,800,1044
101815879,G1,602,882,2029,2764,977,577,798,1056
101815895,G2,553,875,1777,899,763,608,805,1058
101815895,G3,599,874,1378,2260,826,1575,838,1067
101815895,G4,601,972,937,1034,1453,556,800,1043
2025-02-27 10:18:15,W,0.0,0.0,0.0,0.0
101816043,s,0.0,0.0,0.0,0.0
101816043,G1,606,863,2310,2806,511,578,799,1052
101816043,G2,553,875,2469,905,763,593,809,1060
101816058,G3,601,873,1810,3145,822,2939,842,1066
101816063,G4,601,985,985,1106,1612,556,800,1045
101816112,G1,608,889,2314,1572,940,575,797,1053
101816112,G2,553,874,2257,938,763,594,808,1061
101816127,G3,599,874,1963,2817,823,1685,846,1069
101816129,G4,601,983,920,1122,1675,557,800,1043
2025-02-27 10:18:16,W,0.0,0.0,0.0,0.0
101816292,s,0.0,0.0,0.0,0.0
101816292,G1,609,889,2390,2828,934,574,799,1053
101816292,G2,553,881,2001,895,763,603,809,1061
101816292,G3,601,874,1778,2374,819,1691,843,1069
101816303,G4,599,1024,993,1045,1436,556,800,1043
101816360,G1,611,889,2385,1800,873,575,798,1052
101816364,G2,553,880,1740,898,762,599,809,1059
101816367,G3,597,876,1970,2006,834,1812,841,1069
101816369,G4,601,816,634,1129,1522,556,800,1045
2025-02-27 10:18:16,W,0.0,0.0,0.0,0.0
101816495,s,0.0,0.0,0.0,0.0
101816495,G1,610,889,1794,2269,1092,579,799,1056
101816513,G2,553,880,2369,907,764,597,810,1062
101816517,G3,600,873,1404,1816,831,2152,846,1072
101816519,G4,601,1051,1032,1225,1599,556,800,1045
101816562,G1,610,890,2309,3033,955,575,797,1053
101816580,G2,553,881,2721,915,749,594,813,1064
101816583,G3,598,874,1804,2816,820,1792,840,1071
101816585,G4,601,511,511,1173,1524,557,800,1044
2025-02-27 10:18:16,W,0.0,0.0,0.0,0.0
101816725,s,0.0,0.0,0.0,0.0
101816725,G1,609,897,1767,1995,1066,583,799,1052
101816727,G2,553,882,2256,898,764,608,808,1066
101816727,G3,601,874,1501,1924,828,1432,841,1074
101816735,G4,601,1029,929,1177,1753,556,800,1047
101816779,G1,606,891,3190,3361,1048,579,797,1053
101816795,G2,553,881,1906,902,763,595,811,1072
101816799,G3,600,875,1661,2294,821,2457,843,1071
101816801,G4,601,1026,511,1237,1526,557,800,1044
2025-02-27 10:18:16,W,0.0,0.0,0.0,0.0
101816942,s,0.0,0.0,0.0,0.0
101816942,G1,610,895,2609,2201,954,581,799,1053
101816942,G2,553,882,2785,974,765,606,810,1058
101816942,G3,600,875,1735,2899,827,1635,845,1071
101816951,G4,601,1081,756,1223,1426,556,800,1042
